Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
QUEENS,"1,580,000",914.94,"1,727",Sep-25,STIRLING ROAD,Resale,Strata,85,"18,588",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,06 to 10
TERRA HILL,"2,180,000",807.3,"2,700",Sep-25,YEW SIANG ROAD,New Sale,Strata,75,"29,067",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,915,000",904.18,"2,118",Sep-25,STIRLING ROAD,Resale,Strata,84,"22,798",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
BLOOMSBURY RESIDENCES,"3,642,000","1,420.85","2,563",Sep-25,MEDIA CIRCLE,New Sale,Strata,132,"27,591",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,678,000",678.13,"2,474",Sep-25,MEDIA CIRCLE,New Sale,Strata,63,"26,635",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
BLOSSOMS BY THE PARK,"3,452,000","1,506.96","2,291",Sep-25,SLIM BARRACKS RISE,New Sale,Strata,140,"24,657",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
ARTRA,"2,625,000","1,044.11","2,514",Sep-25,ALEXANDRA VIEW,Resale,Strata,97,"27,062",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,36 to 40
SKYLINE RESIDENCES,"3,000,000","1,291.68","2,323",Sep-25,TELOK BLANGAH ROAD,Resale,Strata,120,"25,000",-,Condominium,1,Freehold,04,Rest of Central Region,21 to 25
ALEXIS,"800,000",387.5,"2,064",Sep-25,ALEXANDRA ROAD,Resale,Strata,36,"22,222",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
WHISTLER GRAND,"960,000",505.91,"1,898",Sep-25,WEST COAST VALE,Resale,Strata,47,"20,426",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,31 to 35
ALEX RESIDENCES,"1,988,000",882.65,"2,252",Sep-25,ALEXANDRA VIEW,Resale,Strata,82,"24,244",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"965,000",495.14,"1,949",Sep-25,PRINCE CHARLES CRESCENT,Resale,Strata,46,"20,978",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
ONE SHENTON,"1,116,000",538.2,"2,074",Sep-25,SHENTON WAY,Resale,Strata,50,"22,320",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,11 to 15
PARC RIVIERA,"808,888",462.85,"1,748",Sep-25,WEST COAST VALE,Resale,Strata,43,"18,811",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,21 to 25
SEAHILL,"823,000",548.96,"1,499",Sep-25,WEST COAST CRESCENT,Resale,Strata,51,"16,137",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,06 to 10
SEASCAPE,"4,080,000","2,163.56","1,886",Sep-25,COVE WAY,Resale,Strata,201,"20,299",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,06 to 10
THE INTERLACE,"3,218,000","2,023.63","1,590",Sep-25,DEPOT ROAD,Resale,Strata,188,"17,117",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
BOTANNIA,"2,640,000","1,560.78","1,691",Sep-25,WEST COAST PARK,Resale,Strata,145,"18,207",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
ASCENTIA SKY,"2,900,000","1,474.67","1,967",Sep-25,ALEXANDRA VIEW,Resale,Strata,137,"21,168",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
CLAVON,"1,060,000",527.44,"2,010",Sep-25,CLEMENTI AVENUE 1,Sub Sale,Strata,49,"21,633",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
ONE MARINA GARDENS,"3,040,071","1,011.82","3,005",Sep-25,MARINA GARDENS LANE,New Sale,Strata,94,"32,341",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
BLOOMSBURY RESIDENCES,"1,805,000",688.9,"2,620",Sep-25,MEDIA CIRCLE,New Sale,Strata,64,"28,203",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
WHISTLER GRAND,"910,000",505.91,"1,799",Sep-25,WEST COAST VALE,Resale,Strata,47,"19,362",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,11 to 15
THE HILLSHORE,"1,945,000",807.3,"2,409",Sep-25,PASIR PANJANG ROAD,New Sale,Strata,75,"25,933",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
RIVER PLACE,"1,388,000",796.54,"1,743",Sep-25,HAVELOCK ROAD,Resale,Strata,74,"18,757",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"2,151,000",904.18,"2,379",Sep-25,MEDIA CIRCLE,New Sale,Strata,84,"25,607",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,01 to 05
THE CLEMENT CANOPY,"2,850,000","1,345.5","2,118",Sep-25,CLEMENTI AVENUE 1,Resale,Strata,125,"22,800",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,36 to 40
STIRLING RESIDENCES,"1,480,000",624.31,"2,371",Sep-25,STIRLING ROAD,Resale,Strata,58,"25,517",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"1,920,000",807.3,"2,378",Sep-25,PRINCE CHARLES CRESCENT,Resale,Strata,75,"25,600",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
QUEENS PEAK,"1,880,000",807.3,"2,329",Sep-25,DUNDEE ROAD,Resale,Strata,75,"25,067",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,36 to 40
STIRLING RESIDENCES,"1,828,888",678.13,"2,697",Sep-25,STIRLING ROAD,Resale,Strata,63,"29,030",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
V ON SHENTON,"2,020,000","1,097.93","1,840",Sep-25,SHENTON WAY,Resale,Strata,102,"19,804",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
MARINA ONE RESIDENCES,"2,330,000","1,108.69","2,102",Sep-25,MARINA WAY,Resale,Strata,103,"22,621",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
VIVA VISTA,"698,000",419.8,"1,663",Sep-25,SOUTH BUONA VISTA ROAD,Resale,Strata,39,"17,897",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
WATERFRONT @ FABER,"2,030,000","1,259.39","1,612",Sep-25,FABER WALK,Resale,Strata,117,"17,350",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
THE CREST,"2,510,000","1,184.04","2,120",Sep-25,PRINCE CHARLES CRESCENT,Resale,Strata,110,"22,818",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
ELTA,"3,088,000","1,184.04","2,608",Sep-25,CLEMENTI AVENUE 1,New Sale,Strata,110,"28,073",-,Apartment,1,99 yrs lease commencing from 2024,05,Outside Central Region,16 to 20
STIRLING RESIDENCES,"1,025,000",441.32,"2,323",Sep-25,STIRLING ROAD,Resale,Strata,41,"25,000",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,799,999",645.84,"2,787",Sep-25,MARINA GARDENS LANE,New Sale,Strata,60,"30,000",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
THE ROCHESTER RESIDENCES,"2,200,000","1,302.44","1,689",Sep-25,ROCHESTER DRIVE,Resale,Strata,121,"18,182",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,899,982",656.6,"2,894",Sep-25,MARINA GARDENS LANE,New Sale,Strata,61,"31,147",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
QUEENS PEAK,"948,000",430.56,"2,202",Sep-25,DUNDEE ROAD,Resale,Strata,40,"23,700",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
THE ORIENT,"1,310,000",721.19,"1,816",Sep-25,PASIR PANJANG ROAD,Resale,Strata,67,"19,552",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,780,000",828.83,"2,148",Sep-25,NORMANTON PARK,Sub Sale,Strata,77,"23,117",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
PARC CLEMATIS,"925,000",505.91,"1,828",Sep-25,JALAN LEMPENG,Resale,Strata,47,"19,681",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
EMERALD PARK,"2,000,000","1,560.78","1,281",Sep-25,INDUS ROAD,Resale,Strata,145,"13,793",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,11 to 15
THE ARRIS,"2,100,000",947.23,"2,217",Sep-25,YAN KIT ROAD,Resale,Strata,88,"23,864",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
ROBINSON SUITES,"1,430,000",613.55,"2,331",Sep-25,ROBINSON ROAD,Resale,Strata,57,"25,088",-,Apartment,1,Freehold,01,Core Central Region,06 to 10
WHISTLER GRAND,"1,182,888",613.55,"1,928",Sep-25,WEST COAST VALE,Resale,Strata,57,"20,752",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,21 to 25
STIRLING RESIDENCES,"1,485,000",656.6,"2,262",Sep-25,STIRLING ROAD,Resale,Strata,61,"24,344",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
UNION SQUARE RESIDENCES,"2,331,000",721.19,"3,232",Sep-25,HAVELOCK ROAD,New Sale,Strata,67,"34,791",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,26 to 30
SKYSUITES@ANSON,"1,480,000",667.37,"2,218",Sep-25,ENGGOR STREET,Resale,Strata,62,"23,871",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,26 to 30
NORMANTON PARK,"1,410,000",796.54,"1,770",Sep-25,NORMANTON PARK,Sub Sale,Strata,74,"19,054",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
PARC RIVIERA,"1,026,000",602.78,"1,702",Sep-25,WEST COAST VALE,Resale,Strata,56,"18,321",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
TANGLIN VIEW,"2,100,000","1,151.75","1,823",Sep-25,PRINCE CHARLES CRESCENT,Resale,Strata,107,"19,626",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
ALEX RESIDENCES,"1,480,000",656.6,"2,254",Sep-25,ALEXANDRA VIEW,Resale,Strata,61,"24,262",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"3,022,500","1,657.66","1,823",Sep-25,OCEAN WAY,Resale,Strata,154,"19,627",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"6,400,000","3,993.44","1,603",Sep-25,KEPPEL BAY VIEW,Resale,Strata,371,"17,251",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"2,701,800","1,054.87","2,561",Sep-25,STIRLING ROAD,Resale,Strata,98,"27,569",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,738,000",678.13,"2,563",Sep-25,STIRLING ROAD,Resale,Strata,63,"27,587",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
QUEENS PEAK,"1,965,000",861.12,"2,282",Sep-25,DUNDEE ROAD,Resale,Strata,80,"24,563",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,26 to 30
REFLECTIONS AT KEPPEL BAY,"1,880,000","1,054.87","1,782",Sep-25,KEPPEL BAY VIEW,Resale,Strata,98,"19,184",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
SKYLINE RESIDENCES,"1,905,000",828.83,"2,298",Sep-25,TELOK BLANGAH ROAD,Resale,Strata,77,"24,740",-,Condominium,1,Freehold,04,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"968,000",484.38,"1,998",Sep-25,COMMONWEALTH AVENUE,Resale,Strata,45,"21,511",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
CARABELLE,"1,620,000",882.65,"1,835",Sep-25,WEST COAST WAY,Resale,Strata,82,"19,756",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
ELTA,"2,604,000",925.7,"2,813",Sep-25,CLEMENTI AVENUE 1,New Sale,Strata,86,"30,279",-,Apartment,1,99 yrs lease commencing from 2024,05,Outside Central Region,31 to 35
BLOOMSBURY RESIDENCES,"1,694,000",645.84,"2,623",Sep-25,MEDIA CIRCLE,New Sale,Strata,60,"28,233",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,867,588","1,011.82","2,834",Sep-25,MARINA GARDENS LANE,New Sale,Strata,94,"30,506",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
PROMENADE PEAK,"4,026,000","1,194.8","3,370",Sep-25,ZION PROMENADE,New Sale,Strata,111,"36,270",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,56 to 60
ARTRA,"2,700,000","1,119.46","2,412",Sep-25,ALEXANDRA VIEW,Resale,Strata,104,"25,962",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,26 to 30
PEOPLE'S PARK COMPLEX,"1,400,000","1,119.46","1,251",Sep-25,PARK ROAD,Resale,Strata,104,"13,462",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,11 to 15
AVENUE SOUTH RESIDENCE,"988,888",473.62,"2,088",Sep-25,SILAT AVENUE,Resale,Strata,44,"22,475",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
QUEENS PEAK,"3,460,000","1,506.96","2,296",Sep-25,DUNDEE ROAD,Resale,Strata,140,"24,714",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,36 to 40
CARIBBEAN AT KEPPEL BAY,"2,450,000","1,227.1","1,997",Sep-25,KEPPEL BAY DRIVE,Resale,Strata,114,"21,491",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
NORMANTON PARK,"1,935,000",947.23,"2,043",Sep-25,NORMANTON PARK,Sub Sale,Strata,88,"21,989",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
TWIN VEW,"2,225,000","1,140.98","1,950",Sep-25,WEST COAST VALE,Resale,Strata,106,"20,991",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,26 to 30
QUEENS PEAK,"1,938,888",850.36,"2,280",Sep-25,DUNDEE ROAD,Resale,Strata,79,"24,543",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"955,000",495.14,"1,929",Sep-25,PRINCE CHARLES CRESCENT,Resale,Strata,46,"20,761",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
THE INTERLACE,"3,400,000","3,638.23",935,Sep-25,DEPOT ROAD,Resale,Strata,338,"10,059",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
TERRA HILL,"2,562,000",904.18,"2,834",Sep-25,YEW SIANG ROAD,New Sale,Strata,84,"30,500",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
BLOOMSBURY RESIDENCES,"3,264,000","1,205.57","2,707",Sep-25,MEDIA CIRCLE,New Sale,Strata,112,"29,143",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,16 to 20
ALEX RESIDENCES,"948,000",473.62,"2,002",Sep-25,ALEXANDRA VIEW,Resale,Strata,44,"21,545",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,420,000",688.9,"2,061",Sep-25,SILAT AVENUE,Resale,Strata,64,"22,188",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
THE PEARL @ MOUNT FABER,"2,050,000","1,388.56","1,476",Sep-25,MOUNT FABER ROAD,Resale,Strata,129,"15,891",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,06 to 10
SPOTTISWOODE SUITES,"1,003,888",441.32,"2,275",Sep-25,SPOTTISWOODE PARK ROAD,Resale,Strata,41,"24,485",-,Apartment,1,Freehold,02,Rest of Central Region,16 to 20
THE REEF AT KING'S DOCK,"1,200,000",484.38,"2,477",Sep-25,HARBOURFRONT AVENUE,Sub Sale,Strata,45,"26,667",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,06 to 10
SKYSUITES@ANSON,"1,400,000",667.37,"2,098",Sep-25,ENGGOR STREET,Resale,Strata,62,"22,581",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,26 to 30
THE INTERLACE,"3,800,000","2,335.79","1,627",Sep-25,DEPOT ROAD,Resale,Strata,217,"17,512",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
THE INTERLACE,"3,850,000","3,735.11","1,031",Sep-25,DEPOT ROAD,Resale,Strata,347,"11,095",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
NORMANTON PARK,"2,830,000","1,313.21","2,155",Sep-25,NORMANTON PARK,Sub Sale,Strata,122,"23,197",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
CLAVON,"2,950,000","1,356.26","2,175",Sep-25,CLEMENTI AVENUE 1,Sub Sale,Strata,126,"23,413",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
BLOOMSBURY RESIDENCES,"3,656,000","1,420.85","2,573",Sep-25,MEDIA CIRCLE,New Sale,Strata,132,"27,697",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
THE METROPOLITAN CONDOMINIUM,"2,615,000","1,356.26","1,928",Sep-25,ALEXANDRA VIEW,Resale,Strata,126,"20,754",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,11 to 15
WHISTLER GRAND,"850,000",441.32,"1,926",Sep-25,WEST COAST VALE,Resale,Strata,41,"20,732",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,21 to 25
STIRLING RESIDENCES,"1,861,800",764.24,"2,436",Sep-25,STIRLING ROAD,Resale,Strata,71,"26,223",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
QUEENS PEAK,"1,978,888",850.36,"2,327",Sep-25,DUNDEE ROAD,Resale,Strata,79,"25,049",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,36 to 40
BANYAN CONDOMINIUM,"2,320,000","1,582.31","1,466",Sep-25,CHWEE CHIAN ROAD,Resale,Strata,147,"15,782",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"3,000,000","1,937.52","1,548",Sep-25,KEPPEL BAY VIEW,Resale,Strata,180,"16,667",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,16 to 20
MOUNT FABER LODGE,"4,150,000","2,594.12","1,600",Sep-25,MOUNT FABER ROAD,Resale,Strata,241,"17,220",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,634,700",527.44,"3,099",Sep-25,ZION PROMENADE,New Sale,Strata,49,"33,361",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,41 to 45
PROMENADE PEAK,"6,413,100","1,883.7","3,405",Sep-25,ZION PROMENADE,New Sale,Strata,175,"36,646",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,51 to 55
AVENUE SOUTH RESIDENCE,"1,730,000",721.19,"2,399",Sep-25,SILAT AVENUE,Resale,Strata,67,"25,821",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
THE HILL @ONE-NORTH,"2,463,384","1,022.58","2,409",Sep-25,SLIM BARRACKS RISE,New Sale,Strata,95,"25,930",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"2,726,091",968.76,"2,814",Sep-25,MARINA GARDENS LANE,New Sale,Strata,90,"30,290",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"2,798,000","1,097.93","2,548",Sep-25,MEDIA CIRCLE,New Sale,Strata,102,"27,431",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
LYNDENWOODS,"2,319,000",882.65,"2,627",Sep-25,SCIENCE PARK DRIVE,New Sale,Strata,82,"28,280",-,Apartment,1,99 yrs lease commencing from 2025,05,Rest of Central Region,16 to 20
THE PEAK@BALMEG,"1,965,000",990.29,"1,984",Sep-25,BALMEG HILL,Resale,Strata,92,"21,359",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
WHISTLER GRAND,"1,120,000",613.55,"1,825",Sep-25,WEST COAST VALE,Resale,Strata,57,"19,649",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,01 to 05
NORMANTON PARK,"2,038,000",936.47,"2,176",Sep-25,NORMANTON PARK,Sub Sale,Strata,87,"23,425",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
TURQUOISE,"3,298,000","2,400.37","1,374",Sep-25,COVE DRIVE,Resale,Strata,223,"14,789",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
TURQUOISE,"3,800,000","2,561.83","1,483",Sep-25,COVE DRIVE,Resale,Strata,238,"15,966",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
V ON SHENTON,"980,000",452.09,"2,168",Sep-25,SHENTON WAY,Resale,Strata,42,"23,333",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,46 to 50
THE CLEMENT CANOPY,"1,460,000",710.42,"2,055",Sep-25,CLEMENTI AVENUE 1,Resale,Strata,66,"22,121",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,31 to 35
THE TRILINQ,"1,348,000",699.66,"1,927",Sep-25,JALAN LEMPENG,Resale,Strata,65,"20,738",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,21 to 25
EON SHENTON,"1,350,000",645.84,"2,090",Sep-25,SHENTON WAY,Resale,Strata,60,"22,500",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,26 to 30
V ON SHENTON,"2,850,000","1,517.72","1,878",Sep-25,SHENTON WAY,Resale,Strata,141,"20,213",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,41 to 45
ONE PEARL BANK,"1,788,000",699.66,"2,556",Sep-25,PEARL BANK,Sub Sale,Strata,65,"27,508",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,06 to 10
ONE MARINA GARDENS,"1,883,403",656.6,"2,868",Sep-25,MARINA GARDENS LANE,New Sale,Strata,61,"30,875",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
THE HILL @ONE-NORTH,"2,708,804","1,087.16","2,492",Sep-25,SLIM BARRACKS RISE,New Sale,Strata,101,"26,820",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
TERRA HILL,"5,290,000","1,894.46","2,792",Sep-25,YEW SIANG ROAD,New Sale,Strata,176,"30,057",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
