Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SEASIDE RESIDENCES,"2,380,000","1,130.22","2,106",Jun-21,SIGLAP LINK,Sub Sale,Strata,105,"22,667",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,16 to 20
THE POIZ RESIDENCES,"738,000",419.8,"1,758",Jun-21,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"18,923",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
PRESTIGE LOFT,"535,000",365.98,"1,462",Jun-21,TELOK KURAU ROAD,Resale,Strata,34,"15,735",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE MEDLEY,"1,130,000",882.65,"1,280",Jun-21,LORONG G TELOK KURAU,Resale,Strata,82,"13,780",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TEMBELING GROVE,"900,000",678.13,"1,327",Jun-21,TEMBELING ROAD,Resale,Strata,63,"14,286",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
ST PATRICK'S RESIDENCES,"2,850,000","2,249.68","1,267",Jun-21,ST. PATRICK'S ROAD,Resale,Strata,209,"13,636",-,Apartment,1,Freehold,15,Outside Central Region,B1 to B5
THE SEAWIND,"1,080,000",678.13,"1,593",Jun-21,LORONG M TELOK KURAU,Resale,Strata,63,"17,143",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SEASIDE RESIDENCES,"980,000",505.91,"1,937",Jun-21,SIGLAP LINK,Sub Sale,Strata,47,"20,851",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,16 to 20
THE ANTARES,"1,247,860",667.37,"1,870",Jun-21,MATTAR ROAD,New Sale,Strata,62,"20,127",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
THE ANTARES,"1,277,440",667.37,"1,914",Jun-21,MATTAR ROAD,New Sale,Strata,62,"20,604",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
THREE BUCKLEY,"3,300,000","2,185.09","1,510",Jun-21,BUCKLEY ROAD,Resale,Strata,203,"16,256",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
QUESTA @ DUNMAN,"1,300,000",775.01,"1,677",Jun-21,DUNMAN ROAD,Resale,Strata,72,"18,056",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE CRISTALLO,"1,800,000","2,077.45",866,Jun-21,LORONG K TELOK KURAU,Resale,Strata,193,"9,326",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
BELLA CASITA,"780,000",516.67,"1,510",Jun-21,IPOH LANE,Resale,Strata,48,"16,250",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
CLYDESWOOD,"1,780,000","1,646.89","1,081",Jun-21,DAISY ROAD,Resale,Strata,153,"11,634",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
AMBER SKYE,"4,730,240","2,981.63","1,586",Jun-21,AMBER ROAD,Resale,Strata,277,"17,077",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE ALCOVE,"1,150,000","1,377.79",835,Jun-21,LORONG 27 GEYLANG,Resale,Strata,128,"8,984",-,Apartment,1,99 yrs lease commencing from 2000,14,Rest of Central Region,01 to 05
THE OCTET,"606,000",430.56,"1,407",Jun-21,LORONG 24 GEYLANG,Resale,Strata,40,"15,150",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ONE AMBER,"2,450,000","1,334.74","1,836",Jun-21,AMBER GARDENS,Resale,Strata,124,"19,758",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
SUITES @ NEWTON,"1,093,000",602.78,"1,813",Jun-21,SURREY ROAD,Resale,Strata,56,"19,518",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
NYON,"1,238,000",484.38,"2,556",Jun-21,AMBER ROAD,New Sale,Strata,45,"27,511",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
AMBER PARK,"2,259,090",947.23,"2,385",Jun-21,AMBER GARDENS,New Sale,Strata,88,"25,671",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
JC RESIDENCE,"585,888",462.85,"1,266",Jun-21,JOO CHIAT LANE,Resale,Strata,43,"13,625",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
OLLOI,"2,382,720","1,345.5","1,771",Jun-21,LORONG 101 CHANGI,New Sale,Strata,125,"19,062",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
OLLOI,"2,401,168","1,334.74","1,799",Jun-21,LORONG 101 CHANGI,New Sale,Strata,124,"19,364",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
COASTLINE RESIDENCES,"1,870,000",742.72,"2,518",Jun-21,AMBER ROAD,New Sale,Strata,69,"27,101",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
BARTLEY RIDGE,"1,830,000","1,302.44","1,405",Jun-21,MOUNT VERNON ROAD,Resale,Strata,121,"15,124",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"1,030,000",721.19,"1,428",Jun-21,MOUNT VERNON ROAD,Resale,Strata,67,"15,373",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
NICOLE GREEN,"1,680,000","1,237.86","1,357",Jun-21,GUILLEMARD ROAD,Resale,Strata,115,"14,609",-,Apartment,1,Freehold,14,Rest of Central Region,11 to 15
SEASIDE RESIDENCES,"1,250,000",559.73,"2,233",Jun-21,SIGLAP LINK,Sub Sale,Strata,52,"24,038",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,21 to 25
NEPTUNE COURT,"1,360,000","1,636.13",831,Jun-21,MARINE VISTA,Resale,Strata,152,"8,947",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,01 to 05
AMBER PARK,"2,678,940","1,108.69","2,416",Jun-21,AMBER GARDENS,New Sale,Strata,103,"26,009",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
AMBER PARK,"2,696,980","1,108.69","2,433",Jun-21,AMBER GARDENS,New Sale,Strata,103,"26,184",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
AMBER PARK,"1,700,680",699.66,"2,431",Jun-21,AMBER GARDENS,New Sale,Strata,65,"26,164",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
THE ANTARES,"1,206,960",667.37,"1,809",Jun-21,MATTAR ROAD,New Sale,Strata,62,"19,467",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
THE ANTARES,"1,244,700",656.6,"1,896",Jun-21,MATTAR ROAD,New Sale,Strata,61,"20,405",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
RESIDENCE TWENTY-TWO,"2,050,000","1,194.8","1,716",Jun-21,TELOK KURAU ROAD,New Sale,Strata,111,"18,468",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
CENTRAL IMPERIAL,"808,000",742.72,"1,088",Jun-21,LORONG 14 GEYLANG,Resale,Strata,69,"11,710",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PENROSE,"1,623,000",979.52,"1,657",Jun-21,SIMS DRIVE,New Sale,Strata,91,"17,835",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,790,000",850.36,"2,105",Jun-21,BIDADARI PARK DRIVE,New Sale,Strata,79,"22,658",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
MANDARIN GARDENS,"1,590,000","1,571.54","1,012",Jun-21,SIGLAP ROAD,Resale,Strata,146,"10,890",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,01 to 05
COASTLINE RESIDENCES,"1,710,000",710.42,"2,407",Jun-21,AMBER ROAD,New Sale,Strata,66,"25,909",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
PARC ESTA,"1,739,000","1,022.58","1,701",Jun-21,SIMS AVENUE,New Sale,Strata,95,"18,305",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
JERSEY LODGE,"1,320,000","1,097.93","1,202",Jun-21,LORONG J TELOK KURAU,Resale,Strata,102,"12,941",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
VACANZA @ EAST,"1,330,000","1,011.82","1,314",Jun-21,LENGKONG TUJOH,Resale,Strata,94,"14,149",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
THE MEYERISE,"2,720,000","1,302.44","2,088",Jun-21,MEYER ROAD,Resale,Strata,121,"22,479",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
VERSILIA ON HAIG,"2,900,000","2,098.98","1,382",Jun-21,IPOH LANE,Resale,Strata,195,"14,872",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
WOODSVILLE 28,"1,050,000",828.83,"1,267",Jun-21,WOODSVILLE CLOSE,Resale,Strata,77,"13,636",-,Apartment,1,99 yrs lease commencing from 2007,13,Rest of Central Region,01 to 05
ESCADA VIEW,"1,250,000","1,420.85",880,Jun-21,LENGKONG EMPAT,Resale,Strata,132,"9,470",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
PAYA LEBAR RESIDENCES,"1,810,000","1,291.68","1,401",Jun-21,PAYA LEBAR ROAD,Resale,Strata,120,"15,083",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
D'OASIA,"1,300,000","1,097.93","1,184",Jun-21,LORONG MELAYU,Resale,Strata,102,"12,745",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,790,000",850.36,"2,105",Jun-21,BIDADARI PARK DRIVE,New Sale,Strata,79,"22,658",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
AALTO,"3,120,000","1,528.49","2,041",Jun-21,MEYER ROAD,Resale,Strata,142,"21,972",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
THE ANTARES,"1,186,460",656.6,"1,807",Jun-21,MATTAR ROAD,New Sale,Strata,61,"19,450",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
THE CAPE,"918,000",570.49,"1,609",Jun-21,AMBER ROAD,Resale,Strata,53,"17,321",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
ASTORIA PARK,"960,000",958,"1,002",Jun-21,LORONG MYDIN,Resale,Strata,89,"10,787",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
EUNOS PARK,"1,165,000","1,033.34","1,127",Jun-21,KAMPONG EUNOS,Resale,Strata,96,"12,135",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
THE WATERSIDE,"4,268,000","2,400.37","1,778",Jun-21,TANJONG RHU ROAD,Resale,Strata,223,"19,139",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
COASTLINE RESIDENCES,"1,645,000",710.42,"2,316",Jun-21,AMBER ROAD,New Sale,Strata,66,"24,924",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
EUHABITAT,"695,000",538.2,"1,291",Jun-21,JALAN EUNOS,Resale,Strata,50,"13,900",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
26 NEWTON,"1,783,870",775.01,"2,302",Jun-21,NEWTON ROAD,Resale,Strata,72,"24,776",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE ARCADIA,"3,520,000","3,713.58",948,Jun-21,ARCADIA ROAD,Resale,Strata,345,"10,203",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,06 to 10
GROSVENOR VIEW,"1,390,000","1,248.62","1,113",Jun-21,LENGKONG EMPAT,Resale,Strata,116,"11,983",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
SKY GREEN,"2,250,000","1,496.2","1,504",Jun-21,MACPHERSON ROAD,Resale,Strata,139,"16,187",-,Condominium,1,Freehold,13,Rest of Central Region,06 to 10
SUNNY PALMS,"1,280,000","1,054.87","1,213",Jun-21,LORONG G TELOK KURAU,Resale,Strata,98,"13,061",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
WATERBANK AT DAKOTA,"1,980,000","1,431.61","1,383",Jun-21,DAKOTA CRESCENT,Resale,Strata,133,"14,887",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,01 to 05
SENNETT RESIDENCE,"1,400,000",947.23,"1,478",Jun-21,PHENG GECK AVENUE,Resale,Strata,88,"15,909",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,01 to 05
MERIDIAN 38,"1,068,000",742.72,"1,438",Jun-21,LORONG M TELOK KURAU,Resale,Strata,69,"15,478",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PAPILLON,"1,160,000",936.47,"1,239",Jun-21,JALAN RAMA RAMA,Resale,Strata,87,"13,333",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
PALM GALLERIA,"1,280,000",990.29,"1,293",Jun-21,LORONG K TELOK KURAU,Resale,Strata,92,"13,913",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE POIZ RESIDENCES,"1,330,000",775.01,"1,716",Jun-21,MEYAPPA CHETTIAR ROAD,Resale,Strata,72,"18,472",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,01 to 05
AMBER PARK,"1,676,900",699.66,"2,397",Jun-21,AMBER GARDENS,New Sale,Strata,65,"25,798",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE ANTARES,"992,460",602.78,"1,646",Jun-21,MATTAR ROAD,New Sale,Strata,56,"17,723",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
URBAN TREASURES,"1,079,600",516.67,"1,985",Jun-21,JALAN EUNOS,New Sale,Strata,48,"21,367","1,025,620",Condominium,1,Freehold,14,Outside Central Region,06 to 10
THE ANTARES,"1,256,700",656.6,"1,914",Jun-21,MATTAR ROAD,New Sale,Strata,61,"20,602",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
THE ANTARES,"1,343,740",731.95,"1,836",Jun-21,MATTAR ROAD,New Sale,Strata,68,"19,761",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,966,000",958,"2,052",Jun-21,BIDADARI PARK DRIVE,New Sale,Strata,89,"22,090",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
VERTICUS,"1,307,000",678.13,"1,927",Jun-21,JALAN KEMAMAN,New Sale,Strata,63,"20,746",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
COASTLINE RESIDENCES,"1,637,000",710.42,"2,304",Jun-21,AMBER ROAD,New Sale,Strata,66,"24,803",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
PARC HAVEN,"1,180,000","1,044.11","1,130",Jun-21,LORONG LIMAU,Resale,Strata,97,"12,165",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
PULLMAN RESIDENCES NEWTON,"1,872,000",667.37,"2,805",Jun-21,DUNEARN ROAD,New Sale,Strata,62,"30,194",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
AMARYLLIS VILLE,"1,600,000",958,"1,670",Jun-21,NEWTON ROAD,Resale,Strata,89,"17,978",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,11 to 15
URBAN TREASURES,"1,661,616",882.65,"1,788",Jun-21,JALAN EUNOS,New Sale,Strata,82,"19,250","1,578,535",Condominium,1,Freehold,14,Outside Central Region,01 to 05
VERTICUS,"1,008,000",462.85,"2,178",Jun-21,JALAN KEMAMAN,New Sale,Strata,43,"23,442",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
VACANZA @ EAST,"1,220,000","1,022.58","1,193",Jun-21,LENGKONG TUJOH,Resale,Strata,95,"12,842",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
THE BELVEDERE,"2,260,000","1,259.39","1,795",Jun-21,MEYER ROAD,Resale,Strata,117,"19,316",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE CRISTALLO,"970,000",785.77,"1,234",Jun-21,LORONG K TELOK KURAU,Resale,Strata,73,"13,288",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
77 @ EAST COAST,"1,940,000","1,184.04","1,638",Jun-21,UPPER EAST COAST ROAD,New Sale,Strata,110,"17,636",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
ASTORIA PARK,"920,000",861.12,"1,068",Jun-21,LORONG MYDIN,Resale,Strata,80,"11,500",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
BARTLEY RIDGE,"1,020,000",721.19,"1,414",Jun-21,MOUNT VERNON ROAD,Resale,Strata,67,"15,224",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
LE REVE,"1,130,000",839.59,"1,346",Jun-21,KAMPONG EUNOS,Resale,Strata,78,"14,487",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
GUILLEMARD EDGE,"651,000",430.56,"1,512",Jun-21,LORONG 30 GEYLANG,Resale,Strata,40,"16,275",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE INTERWEAVE,"570,000",376.74,"1,513",Jun-21,KIM KEAT ROAD,Resale,Strata,35,"16,286",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE SEAFRONT ON MEYER,"2,880,000","1,603.84","1,796",Jun-21,MEYER ROAD,Resale,Strata,149,"19,329",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
SIMS URBAN OASIS,"688,000",409.03,"1,682",Jun-21,SIMS DRIVE,Resale,Strata,38,"18,105",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
GRAND DUCHESS AT ST PATRICK'S,"2,250,000","1,356.26","1,659",Jun-21,ST. PATRICK'S ROAD,Resale,Strata,126,"17,857",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SIMS GREEN,"1,175,000","1,237.86",949,Jun-21,LORONG 27A GEYLANG,Resale,Strata,115,"10,217",-,Apartment,1,99 yrs lease commencing from 2001,14,Rest of Central Region,01 to 05
THE LENOX,"1,430,000","1,377.79","1,038",Jun-21,CHANGI ROAD,Resale,Strata,128,"11,172",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
SEVENTY SAINT PATRICK'S,"1,230,000",699.66,"1,758",Jun-21,ST. PATRICK'S ROAD,Resale,Strata,65,"18,923",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
ASTORIA PARK,"1,200,000","1,173.28","1,023",Jun-21,LORONG MYDIN,Resale,Strata,109,"11,009",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
HERITAGE EAST,"660,000",462.85,"1,426",Jun-21,EAST COAST ROAD,Resale,Strata,43,"15,349",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
EDENZ LOFT,"550,000",430.56,"1,277",Jun-21,LORONG 24 GEYLANG,Resale,Strata,40,"13,750",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ST MICHAEL REGENCY,"1,500,000","1,248.62","1,201",Jun-21,ST. MICHAEL'S ROAD,Resale,Strata,116,"12,931",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
WATERBANK AT DAKOTA,"1,840,000","1,280.92","1,436",Jun-21,DAKOTA CRESCENT,Resale,Strata,119,"15,462",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,310,000","1,248.62","1,049",Jun-21,JOO CHIAT PLACE,Resale,Strata,116,"11,293",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
URBAN TREASURES,"1,047,960",516.67,"1,927",Jun-21,JALAN EUNOS,New Sale,Strata,48,"20,741","995,562",Condominium,1,Freehold,14,Outside Central Region,11 to 15
LE REVE,"2,380,000","2,400.37",992,Jun-21,KAMPONG EUNOS,Resale,Strata,223,"10,673",-,Condominium,1,Freehold,14,Outside Central Region,-
THE WOODLEIGH RESIDENCES,"2,209,000","1,076.4","2,052",Jun-21,BIDADARI PARK DRIVE,New Sale,Strata,100,"22,090",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE SOUND,"2,195,000","1,334.74","1,645",Jun-21,EAST COAST ROAD,Resale,Strata,124,"17,702",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SOLEIL @ SINARAN,"2,020,000","1,463.9","1,380",Jun-21,SINARAN DRIVE,Resale,Strata,136,"14,853",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,21 to 25
COASTLINE RESIDENCES,"1,069,000",452.09,"2,365",Jun-21,AMBER ROAD,New Sale,Strata,42,"25,452",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
AALTO,"3,000,000","1,528.49","1,963",Jun-21,MEYER ROAD,Resale,Strata,142,"21,127",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
DE CENTURION,"875,000",570.49,"1,534",Jun-21,TANJONG RHU ROAD,Resale,Strata,53,"16,509",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE VERVE,"648,000",441.32,"1,468",Jun-21,JALAN RAJAH,Resale,Strata,41,"15,805",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
BARTLEY RIDGE,"1,345,000",979.52,"1,373",Jun-21,MOUNT VERNON ROAD,Resale,Strata,91,"14,780",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
PALM LOFT,"1,600,000","1,539.25","1,039",Jun-21,JOO CHIAT TERRACE,Resale,Strata,143,"11,189",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
FLAMINGO VALLEY,"1,820,000","1,216.33","1,496",Jun-21,SIGLAP ROAD,Resale,Strata,113,"16,106",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
TREVISTA,"1,750,000","1,119.46","1,563",Jun-21,LORONG 3 TOA PAYOH,Resale,Strata,104,"16,827",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,31 to 35
BUCKLEY 18,"2,220,000","1,280.92","1,733",Jun-21,BUCKLEY ROAD,Resale,Strata,119,"18,655",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE ANTARES,"1,195,440",667.37,"1,791",Jun-21,MATTAR ROAD,New Sale,Strata,62,"19,281",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,966,000",958,"2,052",Jun-21,BIDADARI PARK DRIVE,New Sale,Strata,89,"22,090",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
EIGHT RIVERSUITES,"1,290,000",871.88,"1,480",Jun-21,WHAMPOA EAST,Resale,Strata,81,"15,926",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
COASTLINE RESIDENCES,"1,140,000",452.09,"2,522",Jun-21,AMBER ROAD,New Sale,Strata,42,"27,143",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
LEICESTER SUITES,"765,000",484.38,"1,579",Jun-21,LEICESTER ROAD,Resale,Strata,45,"17,000",-,Apartment,1,Freehold,13,Rest of Central Region,06 to 10
GEM RESIDENCES,"1,088,000",678.13,"1,604",Jun-21,LORONG 5 TOA PAYOH,Sub Sale,Strata,63,"17,270",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,16 to 20
PARC ELEGANCE,"1,160,000",947.23,"1,225",Jun-21,TELOK KURAU ROAD,Resale,Strata,88,"13,182",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
AMBER PARK,"1,729,380",699.66,"2,472",Jun-21,AMBER GARDENS,New Sale,Strata,65,"26,606",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
SIGLAP V,"1,268,000","1,022.58","1,240",Jun-21,FIRST STREET,Resale,Strata,95,"13,347",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,479,000",699.66,"2,114",Jun-21,BIDADARI PARK DRIVE,New Sale,Strata,65,"22,754",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
PENROSE,"1,728,000","1,054.87","1,638",Jun-21,SIMS DRIVE,New Sale,Strata,98,"17,633",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,01 to 05
COASTLINE RESIDENCES,"1,132,000",452.09,"2,504",Jun-21,AMBER ROAD,New Sale,Strata,42,"26,952",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
