Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
D'MANOR,"2,600,000","2,723.29",955,May-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,277",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
THE SPRINGFIELD,"2,188,888","2,335.79",937,May-25,CHEMPAKA KUNING LINK,Resale,Strata,217,"10,087",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
VERDANA VILLAS,"4,080,000","4,327.13",943,May-25,GRACE WALK,Resale,Strata,402,"10,149",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
THE ARECA,"2,520,000","2,518.78","1,000",May-25,BUNGA RAMPAI PLACE,Resale,Strata,234,"10,769",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
CHARLTON VILLAS,"3,280,000","2,723.29","1,204",May-25,CHARLTON LANE,Resale,Strata,253,"12,964",-,Terrace House,1,Freehold,19,Outside Central Region,-
CHARLTON 18,"3,588,800","3,390.66","1,058",May-25,CHARLTON LANE,Resale,Strata,315,"11,393",-,Terrace House,1,Freehold,19,Outside Central Region,-
RICH.RESIDENCE,"3,460,000","3,918.1",883,Apr-25,RICHARDS AVENUE,Resale,Strata,364,"9,505",-,Terrace House,1,Freehold,19,Outside Central Region,-
JEWEL @ CHUAN HOE,"3,000,000","4,090.32",733,Apr-25,CHUAN HOE AVENUE,Resale,Strata,380,"7,895",-,Terrace House,1,999 yrs lease commencing from 1886,19,Outside Central Region,-
VERDANA VILLAS,"4,100,000","4,370.18",938,Apr-25,GRACE WALK,Resale,Strata,406,"10,099",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
PARKWOOD COLLECTION,"5,500,000","6,469.16",850,Apr-25,LORONG 1 REALTY PARK,Resale,Strata,601,"9,151",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
THE SPRINGFIELD,"2,300,000","2,378.84",967,Apr-25,CHEMPAKA KUNING LINK,Resale,Strata,221,"10,407",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
ONE SURIN,"3,990,000","4,305.6",927,Apr-25,SURIN AVENUE,Resale,Strata,400,"9,975",-,Terrace House,1,Freehold,19,Outside Central Region,-
KINGSFORD WATERBAY,"2,900,000","1,948.28","1,488",Apr-25,UPPER SERANGOON VIEW,Resale,Strata,181,"16,022",-,Semi-Detached House,1,99 yrs lease commencing from 2014,19,Outside Central Region,-
JEWEL @ CHUAN HOE,"2,930,000","4,854.56",604,Mar-25,CHUAN HOE AVENUE,Resale,Strata,451,"6,497",-,Terrace House,1,999 yrs lease commencing from 1886,19,Outside Central Region,-
D'MANOR,"2,480,000","2,723.29",911,Mar-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,802",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
KINGSFORD WATERBAY,"2,230,000","1,625.36","1,372",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,151,"14,768",-,Terrace House,1,99 yrs lease commencing from 2014,19,Outside Central Region,-
THOMSON GRAND,"3,760,000","5,145.19",731,Mar-25,SIN MING WALK,Resale,Strata,478,"7,866",-,Terrace House,1,99 yrs lease commencing from 2010,20,Rest of Central Region,-
CHARLTON 27,"3,700,000","4,757.69",778,Mar-25,SURIN AVENUE,Resale,Strata,442,"8,371",-,Terrace House,1,Freehold,19,Outside Central Region,-
KEW GATE,"2,358,000","2,260.44","1,043",Mar-25,LIMAU GARDEN,Resale,Strata,210,"11,229",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
THE ARECA,"2,570,000","2,454.19","1,047",Mar-25,BUNGA RAMPAI PLACE,Resale,Strata,228,"11,272",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
BRIGHTON CREST,"5,850,000","2,884.75","2,028",Feb-25,BRIGHTON CRESCENT,Resale,Strata,268,"21,828",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
VERDANA VILLAS,"4,100,000","4,424",927,Jan-25,GRACE WALK,Resale,Strata,411,"9,976",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
PHILLIPS RESIDENCE,"3,300,000","4,628.52",713,Jan-25,PHILLIPS AVENUE,Resale,Strata,430,"7,674",-,Semi-Detached House,1,999 yrs lease commencing from 1886,19,Outside Central Region,-
VERDANA VILLAS,"3,818,888","4,402.48",867,Jan-25,GRACE WALK,Resale,Strata,409,"9,337",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
ARCHIPELAGO,"3,503,888","4,402.48",796,Jan-25,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,567",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
THOMSON GRAND,"3,680,000","5,145.19",715,Jan-25,SIN MING WALK,Resale,Strata,478,"7,699",-,Terrace House,1,99 yrs lease commencing from 2010,20,Rest of Central Region,-
THOMSON GRAND,"3,540,000","5,145.19",688,Jan-25,SIN MING WALK,Resale,Strata,478,"7,406",-,Terrace House,1,99 yrs lease commencing from 2010,20,Rest of Central Region,-
HORIZON GARDENS,"2,580,000","2,873.99",898,Jan-25,ANG MO KIO AVENUE 2,Resale,Strata,267,"9,663",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
THE SPRINGFIELD,"2,188,000","2,325.02",941,Jan-25,CHEMPAKA KUNING LINK,Resale,Strata,216,"10,130",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
ASTON RESIDENCE,"3,280,000","4,693.1",699,Jan-25,JALAN LOYANG BESAR,Resale,Strata,436,"7,523",-,Detached House,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
THE SPRINGFIELD,"2,350,000","2,335.79","1,006",Jan-25,CHEMPAKA KUNING LINK,Resale,Strata,217,"10,829",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE SILVER SPURZ,"3,300,000","2,637.18","1,251",Jan-25,BRIGHTON AVENUE,Resale,Strata,245,"13,469",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
SURIN VILLAS,"3,500,000","5,231.3",669,Jan-25,SURIN AVENUE,Resale,Strata,486,"7,202",-,Terrace House,1,Freehold,19,Outside Central Region,-
3BHC,"5,450,000","6,296.94",865,Jan-25,BRIGHT HILL CRESCENT,Resale,Strata,585,"9,316",-,Detached House,1,Freehold,20,Rest of Central Region,-
THE ARECA,"2,450,000","2,464.96",994,Jan-25,BUNGA RAMPAI PLACE,Resale,Strata,229,"10,699",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
PARKWOOD COLLECTION,"4,112,000","4,510.12",912,Dec-24,LORONG 1 REALTY PARK,Resale,Strata,419,"9,814",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
THE ARECA,"2,520,000","2,443.43","1,031",Dec-24,BUNGA RAMPAI PLACE,Resale,Strata,227,"11,101",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
CHARLTON 27,"4,180,000","5,952.49",702,Dec-24,SURIN AVENUE,Resale,Strata,553,"7,559",-,Terrace House,1,Freehold,19,Outside Central Region,-
RIVERFRONT RESIDENCES,"3,050,000","2,109.74","1,446",Nov-24,HOUGANG AVENUE 7,Resale,Strata,196,"15,561",-,Terrace House,1,99 yrs lease commencing from 2018,19,Outside Central Region,-
HORIZON GREEN,"2,850,000","3,110.8",916,Nov-24,ANG MO KIO AVENUE 2,Resale,Strata,289,"9,862",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
SUMMER GARDENS,"2,780,000","3,035.45",916,Nov-24,UPPER CHANGI ROAD EAST,Resale,Strata,282,"9,858",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE SILVER SPURZ,"3,000,000","2,637.18","1,138",Nov-24,BRIGHTON AVENUE,Resale,Strata,245,"12,245",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
THE SPRINGFIELD,"2,190,000","2,378.84",921,Nov-24,CHEMPAKA KUNING LINK,Resale,Strata,221,"9,910",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
HORIZON GARDENS,"2,600,000","2,992.39",869,Nov-24,ANG MO KIO AVENUE 2,Resale,Strata,278,"9,353",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
ASTON RESIDENCE,"3,300,000","5,037.55",655,Nov-24,JALAN LOYANG BESAR,Resale,Strata,468,"7,051",-,Detached House,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
SOLARIS RESIDENCES,"3,138,000","3,831.98",819,Oct-24,PAYA LEBAR CRESCENT,Resale,Strata,356,"8,815",-,Terrace House,1,Freehold,19,Outside Central Region,-
CHEPSTOW VILLE,"3,099,000","3,315.31",935,Oct-24,CHEPSTOW CLOSE,Resale,Strata,308,"10,062",-,Semi-Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
D'MANOR,"2,400,000","2,723.29",881,Oct-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,486",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
THE SPRINGFIELD,"2,150,000","2,368.08",908,Sep-24,CHEMPAKA KUNING LINK,Resale,Strata,220,"9,773",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
CHARLTON VILLAS,"3,220,000","2,723.29","1,182",Sep-24,CHARLTON LANE,Resale,Strata,253,"12,727",-,Terrace House,1,Freehold,19,Outside Central Region,-
HORIZON GARDENS,"2,560,000","2,992.39",856,Sep-24,ANG MO KIO AVENUE 2,Resale,Strata,278,"9,209",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
D'MANOR,"2,600,000","2,723.29",955,Sep-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,277",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
PLACE-8,"3,188,888","3,239.96",984,Sep-24,PAYA LEBAR CRESCENT,Resale,Strata,301,"10,594",-,Terrace House,1,Freehold,19,Outside Central Region,-
D'MANOR,"2,390,000","2,723.29",878,Sep-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,447",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
3BHC,"4,180,000","4,886.86",855,Sep-24,BRIGHT HILL CRESCENT,Resale,Strata,454,"9,207",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
THE SPRINGFIELD,"2,200,000","2,325.02",946,Sep-24,CHEMPAKA KUNING LINK,Resale,Strata,216,"10,185",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
KEW GATE,"2,330,000","2,830.93",823,Aug-24,LIMAU GARDEN,Resale,Strata,263,"8,859",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,150,000","5,930.96",700,Aug-24,TOH CRESCENT,Resale,Strata,551,"7,532",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
WATER VILLAS,"3,450,000","3,864.28",893,Aug-24,KOVAN ROAD,Resale,Strata,359,"9,610",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
KEW RESIDENCIA,"1,840,000","2,217.38",830,Aug-24,KEW CRESCENT,Resale,Strata,206,"8,932",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
HILLSGROVE,"3,800,000","4,542.41",837,Aug-24,HILLSIDE DRIVE,Resale,Strata,422,"9,005",-,Semi-Detached House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
ONE SURIN,"3,780,000","4,090.32",924,Aug-24,SURIN AVENUE,Resale,Strata,380,"9,947",-,Terrace House,1,Freehold,19,Outside Central Region,-
KEW GATE,"2,300,000","2,249.68","1,022",Aug-24,LIMAU GARDEN,Resale,Strata,209,"11,005",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
HORIZON GARDENS,"2,428,888","2,873.99",845,Aug-24,ANG MO KIO AVENUE 2,Resale,Strata,267,"9,097",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
PARKWOOD COLLECTION,"4,088,000","4,510.12",906,Aug-24,LORONG 1 REALTY PARK,Resale,Strata,419,"9,757",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
CHARLTON 18,"3,280,000","3,390.66",967,Aug-24,CHARLTON LANE,Resale,Strata,315,"10,413",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE ARECA,"2,510,000","2,518.78",997,Aug-24,BUNGA RAMPAI PLACE,Resale,Strata,234,"10,726",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
THE SPRINGFIELD,"2,150,000","2,378.84",904,Aug-24,CHEMPAKA KUNING LINK,Resale,Strata,221,"9,729",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
KEW GATE,"2,240,888","2,820.17",795,Jul-24,LIMAU GARDEN,Resale,Strata,262,"8,553",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
CHARLTON 18,"3,600,000","3,670.52",981,Jul-24,CHARLTON LANE,Resale,Strata,341,"10,557",-,Terrace House,1,Freehold,19,Outside Central Region,-
HORIZON GARDENS,"2,738,000","2,927.81",935,Jul-24,ANG MO KIO AVENUE 2,Resale,Strata,272,"10,066",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
D'MANOR,"2,436,888","2,723.29",895,Jul-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,632",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
CHARLTON 18,"3,408,888","3,390.66","1,005",Jul-24,CHARLTON LANE,Resale,Strata,315,"10,822",-,Terrace House,1,Freehold,19,Outside Central Region,-
THOMSON THREE,"3,700,000","3,293.78","1,123",Jul-24,BRIGHT HILL DRIVE,Resale,Strata,306,"12,092",-,Semi-Detached House,1,99 yrs lease commencing from 2012,20,Rest of Central Region,-
NORTHSHORE BUNGALOWS,"4,250,000","9,429.26",451,Jul-24,PONGGOL SEVENTEENTH AVENUE,Resale,Strata,876,"4,852",-,Detached House,1,Freehold,19,Outside Central Region,-
D'MANOR,"2,400,000","2,723.29",881,Jul-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,486",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
KEW GATE,"2,180,000","2,260.44",964,Jul-24,LIMAU GARDEN,Resale,Strata,210,"10,381",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
D'ELIAS,"3,200,000","4,208.72",760,Jul-24,ELIAS TERRACE,Resale,Strata,391,"8,184",-,Semi-Detached House,1,999 yrs lease commencing from 1881,18,Outside Central Region,-
HORIZON GARDENS,"2,770,000","3,013.92",919,Jun-24,ANG MO KIO AVENUE 2,Resale,Strata,280,"9,893",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
THE SPRINGFIELD,"2,000,000","2,400.37",833,Jun-24,CHEMPAKA KUNING LINK,Resale,Strata,223,"8,969",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE ARECA,"2,480,000","2,454.19","1,011",Jun-24,BUNGA RAMPAI PLACE,Resale,Strata,228,"10,877",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
SUMMER GARDENS,"2,580,000","3,024.68",853,Jun-24,UPPER CHANGI ROAD EAST,Resale,Strata,281,"9,181",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE MORRIS RESIDENCES,"3,620,000","4,241.02",854,Jun-24,PAYA LEBAR CRESCENT,Resale,Strata,394,"9,188",-,Terrace House,1,Freehold,19,Outside Central Region,-
D'MANOR,"2,528,000","2,820.17",896,May-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,262,"9,649",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
MAYFLOWER RESIDENCES,"3,000,000","2,023.63","1,482",May-24,MAYFLOWER AVENUE,Resale,Strata,188,"15,957",-,Terrace House,1,Freehold,20,Outside Central Region,-
HORIZON GARDENS,"2,500,000","2,992.39",835,May-24,ANG MO KIO AVENUE 2,Resale,Strata,278,"8,993",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
ARCHIPELAGO,"3,570,000","4,402.48",811,May-24,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,729",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
VERDANA VILLAS,"3,900,000","4,628.52",843,May-24,GRACE WALK,Resale,Strata,430,"9,070",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
KEW GATE,"2,200,000","2,830.93",777,May-24,LIMAU GARDEN,Resale,Strata,263,"8,365",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
HORIZON GARDENS,"2,838,000","3,056.98",928,May-24,ANG MO KIO AVENUE 2,Resale,Strata,284,"9,993",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
SUMMER GARDENS,"2,368,000","3,024.68",783,May-24,UPPER CHANGI ROAD EAST,Resale,Strata,281,"8,427",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
VERDANA VILLAS,"3,680,000","4,359.42",844,May-24,GRACE WALK,Resale,Strata,405,"9,086",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
KEW GATE,"2,010,000","2,314.26",869,Apr-24,LIMAU GARDEN,Resale,Strata,215,"9,349",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
D'MANOR,"2,430,000","2,723.29",892,Apr-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,605",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,688,888","2,034.4","1,322",Apr-24,UPPER EAST COAST ROAD,Resale,Strata,189,"14,227",-,Terrace House,1,Freehold,16,Outside Central Region,-
HORIZON GARDENS,"2,550,000","2,992.39",852,Apr-24,ANG MO KIO AVENUE 2,Resale,Strata,278,"9,173",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
PARKWOOD COLLECTION,"4,500,000","4,510.12",998,Apr-24,LORONG 1 REALTY PARK,Resale,Strata,419,"10,740",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
LA BELLE,"3,000,000","2,572.6","1,166",Apr-24,RECREATION LANE,Resale,Strata,239,"12,552",-,Terrace House,1,Freehold,19,Outside Central Region,-
LOYANG COURT,"1,840,000","1,915.99",960,Apr-24,JALAN LOYANG BESAR,Resale,Strata,178,"10,337",-,Terrace House,1,99 yrs lease commencing from 1994,17,Outside Central Region,-
HORIZON GARDENS,"2,860,000","3,218.44",889,Apr-24,ANG MO KIO AVENUE 2,Resale,Strata,299,"9,565",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
THE SPRINGFIELD,"2,140,000","2,529.54",846,Apr-24,CHEMPAKA KUNING LINK,Resale,Strata,235,"9,106",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
KEW RESIDENCIA,"1,900,000","2,518.78",754,Mar-24,KEW CRESCENT,Resale,Strata,234,"8,120",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
KEW GATE,"1,850,000","2,249.68",822,Mar-24,LIMAU GARDEN,Resale,Strata,209,"8,852",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
PARKWOOD COLLECTION,"4,050,000","4,800.74",844,Mar-24,LORONG 1 REALTY PARK,Resale,Strata,446,"9,081",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
BRIGHTON CREST,"2,700,000","2,292.73","1,178",Feb-24,BRIGHTON CRESCENT,Resale,Strata,213,"12,676",-,Terrace House,1,Freehold,19,Outside Central Region,-
D'MANOR,"2,455,888","2,723.29",902,Feb-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,707",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
BRIGHTON CREST,"3,380,000","2,884.75","1,172",Feb-24,BRIGHTON CRESCENT,Resale,Strata,268,"12,612",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
THOMSON GRAND,"3,437,000","5,199.01",661,Feb-24,SIN MING WALK,Resale,Strata,483,"7,116",-,Terrace House,1,99 yrs lease commencing from 2010,20,Rest of Central Region,-
D'MANOR,"2,412,888","2,723.29",886,Feb-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,537",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
HILLSGROVE,"3,770,000","4,542.41",830,Feb-24,HILLSIDE DRIVE,Resale,Strata,422,"8,934",-,Semi-Detached House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
LEGEND @ JANSEN,"2,750,000","2,055.92","1,338",Jan-24,JANSEN ROAD,Resale,Strata,191,"14,398",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
