Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
HOLLAND PEAK,"3,488,000","1,840.64","1,895",Sep-25,HOLLAND HILL,Resale,Strata,171,"20,398",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
MIRAGE TOWER,"3,350,000","1,367.03","2,451",Sep-25,KIM SENG ROAD,Resale,Strata,127,"26,378",-,Condominium,1,Freehold,09,Core Central Region,26 to 30
QUEENSBERRY LODGE,"1,620,000","1,151.75","1,407",Sep-25,SHANGHAI ROAD,Resale,Strata,107,"15,140",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
DRAYCOTT EIGHT,"6,000,000","2,895.52","2,072",Sep-25,DRAYCOTT PARK,Resale,Strata,269,"22,305",-,Condominium,1,99 yrs lease commencing from 1997,10,Core Central Region,11 to 15
ORCHARD SOPHIA,"1,737,810",635.08,"2,736",Sep-25,SOPHIA ROAD,New Sale,Strata,59,"29,454",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
IRWELL HILL RESIDENCES,"2,730,000",861.12,"3,170",Sep-25,IRWELL HILL,Sub Sale,Strata,80,"34,125",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,21 to 25
THE CITRON RESIDENCES,"1,300,000",731.95,"1,776",Sep-25,MARNE ROAD,Resale,Strata,68,"19,118",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
BELMOND GREEN,"2,650,000","1,065.64","2,487",Sep-25,BALMORAL ROAD,Resale,Strata,99,"26,768",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE IVERIA,"2,388,000",904.18,"2,641",Sep-25,KIM YAM ROAD,Resale,Strata,84,"28,429",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
3 ORCHARD BY-THE-PARK,"8,150,000","2,260.44","3,605",Sep-25,ORCHARD BOULEVARD,Resale,Strata,210,"38,810",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
MARTIN MODERN,"2,050,000",764.24,"2,682",Sep-25,MARTIN PLACE,Resale,Strata,71,"28,873",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,16 to 20
HOLLAND MEWS,"2,100,000",904.18,"2,323",Sep-25,HOLLAND ROAD,Resale,Strata,84,"25,000",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
ROBERTSON 100,"2,880,000","1,173.28","2,455",Sep-25,ROBERTSON QUAY,Resale,Strata,109,"26,422",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
PINEWOOD GARDENS,"3,188,000","1,248.62","2,553",Sep-25,BALMORAL PARK,Resale,Strata,116,"27,483",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ST THOMAS SUITES,"5,750,000","2,604.89","2,207",Sep-25,ST. THOMAS WALK,Resale,Strata,242,"23,760",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
RIDGEWOOD,"2,900,000","1,743.77","1,663",Sep-25,MOUNT SINAI RISE,Resale,Strata,162,"17,901",-,Condominium,1,999 yrs lease commencing from 1885,10,Core Central Region,11 to 15
ZENITH,"975,000",473.62,"2,059",Sep-25,ZION ROAD,Resale,Strata,44,"22,159",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
HYLL ON HOLLAND,"1,700,000",656.6,"2,589",Sep-25,HOLLAND ROAD,Sub Sale,Strata,61,"27,869",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
UP@ROBERTSON QUAY,"1,125,000",527.44,"2,133",Sep-25,ROBERTSON QUAY,Resale,Strata,49,"22,959",-,Apartment,1,99 yrs lease commencing from 2011,09,Core Central Region,06 to 10
KERRISDALE,"3,138,000","1,926.76","1,629",Sep-25,STURDEE ROAD,Resale,Strata,179,"17,531",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,26 to 30
MARTIN MODERN,"4,000,000","1,420.85","2,815",Sep-25,MARTIN PLACE,Resale,Strata,132,"30,303",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,16 to 20
UPPERHOUSE AT ORCHARD BOULEVARD,"1,495,000",473.62,"3,157",Sep-25,ORCHARD BOULEVARD,New Sale,Strata,44,"33,977",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,11 to 15
UPPERHOUSE AT ORCHARD BOULEVARD,"2,402,000",699.66,"3,433",Sep-25,ORCHARD BOULEVARD,New Sale,Strata,65,"36,954",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,21 to 25
THE ROBERTSON OPUS,"2,378,000",688.9,"3,452",Sep-25,UNITY STREET,New Sale,Strata,64,"37,156",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
THE ROBERTSON OPUS,"3,429,000","1,044.11","3,284",Sep-25,UNITY STREET,New Sale,Strata,97,"35,351",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
THE HORIZON,"3,420,000","1,560.78","2,191",Sep-25,HOLT ROAD,Resale,Strata,145,"23,586",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ORCHARD SOPHIA,"2,020,000",667.37,"3,027",Sep-25,SOPHIA ROAD,New Sale,Strata,62,"32,581",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE LAURELS,"3,650,000","1,302.44","2,802",Sep-25,CAIRNHILL ROAD,Resale,Strata,121,"30,165",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
KOPAR AT NEWTON,"2,810,000","1,054.87","2,664",Sep-25,MAKEWAY AVENUE,Resale,Strata,98,"28,673",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,06 to 10
VERDURE,"3,200,000","1,420.85","2,252",Sep-25,HOLLAND ROAD,Resale,Strata,132,"24,242",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE ROBERTSON OPUS,"3,509,000","1,044.11","3,361",Sep-25,UNITY STREET,New Sale,Strata,97,"36,175",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
VALLEY PARK,"3,720,000","1,700.71","2,187",Sep-25,RIVER VALLEY ROAD,Resale,Strata,158,"23,544",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,06 to 10
SHANGHAI ONE,"1,740,000",882.65,"1,971",Sep-25,SHANGHAI ROAD,Resale,Strata,82,"21,220",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
WHARTON VALE,"1,250,000",624.31,"2,002",Sep-25,SOPHIA ROAD,Resale,Strata,58,"21,552",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
STURDEE RESIDENCES,"1,390,000",656.6,"2,117",Sep-25,BEATTY ROAD,Resale,Strata,61,"22,787",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,01 to 05
LIV ON SOPHIA,"1,280,000",538.2,"2,378",Sep-25,ADIS ROAD,Resale,Strata,50,"25,600",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE ROBERTSON OPUS,"1,398,000",430.56,"3,247",Sep-25,UNITY STREET,New Sale,Strata,40,"34,950",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
THE TRIZON,"4,400,000","2,012.87","2,186",Sep-25,RIDGEWOOD CLOSE,Resale,Strata,187,"23,529",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
WATERSCAPE AT CAVENAGH,"1,140,000",581.26,"1,961",Sep-25,CAVENAGH ROAD,Resale,Strata,54,"21,111",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE ROBERTSON OPUS,"2,545,000",742.72,"3,427",Sep-25,UNITY STREET,New Sale,Strata,69,"36,884",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
SOHO 188,"1,350,000",688.9,"1,960",Sep-25,RACE COURSE ROAD,Resale,Strata,64,"21,094",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
CITY GATE,"1,570,000",710.42,"2,210",Sep-25,BEACH ROAD,Resale,Strata,66,"23,788",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
THE SIXTH AVENUE RESIDENCES,"3,528,888","1,582.31","2,230",Sep-25,SIXTH AVENUE,Resale,Strata,147,"24,006",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE SCOTTS TOWER,"1,830,000",871.88,"2,099",Sep-25,SCOTTS ROAD,Resale,Strata,81,"22,593",-,Condominium,1,103 yrs lease commencing from 2010,09,Core Central Region,21 to 25
GRANGE RESIDENCES,"8,480,000","2,583.36","3,283",Sep-25,GRANGE ROAD,Resale,Strata,240,"35,333",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
KIM SIA COURT,"2,200,000","1,065.64","2,064",Sep-25,JALAN JINTAN,Resale,Strata,99,"22,222",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
19 NASSIM,"1,983,000",645.84,"3,070",Sep-25,NASSIM HILL,Resale,Strata,60,"33,050",-,Apartment,1,99 yrs lease commencing from 2019,10,Core Central Region,01 to 05
OUE TWIN PEAKS,"1,250,000",570.49,"2,191",Sep-25,LEONIE HILL ROAD,Resale,Strata,53,"23,585",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,21 to 25
ST THOMAS SUITES,"5,900,000","2,604.89","2,265",Sep-25,ST. THOMAS WALK,Resale,Strata,242,"24,380",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
LEEDON RESIDENCE,"7,500,000","2,669.47","2,810",Sep-25,LEEDON HEIGHTS,Resale,Strata,248,"30,242",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
CONCOURSE SKYLINE,"2,880,000","1,388.56","2,074",Sep-25,BEACH ROAD,Resale,Strata,129,"22,326",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
KOPAR AT NEWTON,"1,666,000",688.9,"2,418",Sep-25,MAKEWAY AVENUE,Resale,Strata,64,"26,031",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,01 to 05
URBAN EDGE @ HOLLAND V,"1,850,000",968.76,"1,910",Sep-25,FORD AVENUE,Resale,Strata,90,"20,556",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
SOMMERVILLE PARK,"4,628,000","2,508.01","1,845",Sep-25,FARRER DRIVE,Resale,Strata,233,"19,863",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
D'LEEDON,"3,420,000","1,614.6","2,118",Sep-25,LEEDON HEIGHTS,Resale,Strata,150,"22,800",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
CITY GATE,"1,550,000",710.42,"2,182",Sep-25,BEACH ROAD,Resale,Strata,66,"23,485",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
ASPEN HEIGHTS,"3,680,000","1,582.31","2,326",Sep-25,RIVER VALLEY ROAD,Resale,Strata,147,"25,034",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
111 EMERALD HILL,"5,000,000","2,120.51","2,358",Sep-25,EMERALD HILL ROAD,Resale,Strata,197,"25,381",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
HORIZON TOWERS,"3,300,000","2,303.5","1,433",Sep-25,LEONIE HILL ROAD,Resale,Strata,214,"15,421",-,Condominium,1,99 yrs lease commencing from 1979,09,Core Central Region,16 to 20
CLAREMONT,"4,050,000","2,023.63","2,001",Sep-25,KILLINEY ROAD,Resale,Strata,188,"21,543",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
PARVIS,"4,450,000","1,700.71","2,617",Sep-25,HOLLAND HILL,Resale,Strata,158,"28,165",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
ONE JERVOIS,"2,300,000",990.29,"2,323",Sep-25,JERVOIS CLOSE,Resale,Strata,92,"25,000",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE VERMONT ON CAIRNHILL,"2,160,000",882.65,"2,447",Sep-25,CAIRNHILL RISE,Resale,Strata,82,"26,341",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
EURO-ASIA COURT,"2,150,000","1,065.64","2,018",Sep-25,RIVER VALLEY CLOSE,Resale,Strata,99,"21,717",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
MARTIN MODERN,"2,100,000",764.24,"2,748",Sep-25,MARTIN PLACE,Resale,Strata,71,"29,577",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,11 to 15
SOMMERVILLE PARK,"1,030,000",462.85,"2,225",Sep-25,FARRER DRIVE,Resale,Strata,43,"23,953",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
STELLAR RV,"1,080,000",538.2,"2,007",Sep-25,RIVER VALLEY ROAD,Resale,Strata,50,"21,600",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
AUREA,"2,065,000",710.42,"2,907",Sep-25,BEACH ROAD,New Sale,Strata,66,"31,288",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,21 to 25
THE ROBERTSON OPUS,"3,424,000",990.29,"3,458",Sep-25,UNITY STREET,New Sale,Strata,92,"37,217",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
HILL HOUSE,"1,408,000",430.56,"3,270",Sep-25,INSTITUTION HILL,New Sale,Strata,40,"35,200",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
RIVER GREEN,"3,186,000",979.52,"3,253",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,91,"35,011",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,11 to 15
RIVER GREEN,"3,211,000",979.52,"3,278",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,91,"35,286",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,16 to 20
111 EMERALD HILL,"4,650,000","2,120.51","2,193",Sep-25,EMERALD HILL ROAD,Resale,Strata,197,"23,604",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
UE SQUARE,"2,250,000","1,033.34","2,177",Sep-25,RIVER VALLEY ROAD,Resale,Strata,96,"23,438",-,Apartment,1,929 yrs lease commencing from 1953,09,Core Central Region,01 to 05
UPPERHOUSE AT ORCHARD BOULEVARD,"1,502,000",473.62,"3,171",Sep-25,ORCHARD BOULEVARD,New Sale,Strata,44,"34,136",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,11 to 15
UPPERHOUSE AT ORCHARD BOULEVARD,"2,309,000",699.66,"3,300",Sep-25,ORCHARD BOULEVARD,New Sale,Strata,65,"35,523",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,16 to 20
ANGULLIA PARK RESIDENCES @ ORCHARD,"2,500,000",936.47,"2,670",Sep-25,CUSCADEN WALK,Resale,Strata,87,"28,736",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
CITY SQUARE RESIDENCES,"1,730,000",839.59,"2,061",Sep-25,KITCHENER LINK,Resale,Strata,78,"22,179",-,Condominium,1,Freehold,08,Rest of Central Region,16 to 20
ASPEN HEIGHTS,"3,530,000","1,582.31","2,231",Sep-25,RIVER VALLEY ROAD,Resale,Strata,147,"24,014",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
ORCHARD COURT,"2,050,000","1,453.14","1,411",Sep-25,OXLEY ROAD,Resale,Strata,135,"15,185",-,Apartment,1,99 yrs lease commencing from 1973,09,Core Central Region,01 to 05
CYAN,"3,968,000","1,453.14","2,731",Sep-25,KENG CHIN ROAD,Resale,Strata,135,"29,393",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
LEONIE PARC VIEW,"6,430,000","2,249.68","2,858",Sep-25,LEONIE HILL ROAD,Resale,Strata,209,"30,766",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
VIZ AT HOLLAND,"1,653,000",818.06,"2,021",Sep-25,QUEENSWAY,Resale,Strata,76,"21,750",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
TREASURE ON BALMORAL,"5,000,000","2,002.1","2,497",Sep-25,BALMORAL ROAD,Resale,Strata,186,"26,882",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
ONE JERVOIS,"3,230,000","1,291.68","2,501",Sep-25,JERVOIS CLOSE,Resale,Strata,120,"26,917",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
GRANGE HEIGHTS,"4,100,000","1,883.7","2,177",Sep-25,ST. THOMAS WALK,Resale,Strata,175,"23,429",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
RIDGEWOOD,"3,200,000","1,743.77","1,835",Sep-25,RIDGEWOOD CLOSE,Resale,Strata,162,"19,753",-,Condominium,1,999 yrs lease commencing from 1885,10,Core Central Region,06 to 10
ESPADA,"1,550,000",688.9,"2,250",Sep-25,ST. THOMAS WALK,Resale,Strata,64,"24,219",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
SOMMERVILLE PARK,"4,265,000","1,948.28","2,189",Sep-25,FARRER DRIVE,Resale,Strata,181,"23,564",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
PALM SPRING,"3,480,000","1,485.43","2,343",Sep-25,EWE BOON ROAD,Resale,Strata,138,"25,217",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
RIVER GREEN,"1,260,000",419.8,"3,001",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,39,"32,308",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,01 to 05
RIVER GREEN,"2,650,000",882.65,"3,002",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,82,"32,317",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,01 to 05
HILL HOUSE,"1,393,000",430.56,"3,235",Sep-25,INSTITUTION HILL,New Sale,Strata,40,"34,825",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
RIVER GREEN,"1,898,000",602.78,"3,149",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,56,"33,893",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"3,180,000",979.52,"3,246",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,91,"34,945",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,11 to 15
RIVER GREEN,"1,608,000",527.44,"3,049",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,49,"32,816",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,16 to 20
RIVER GREEN,"1,630,000",527.44,"3,090",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,49,"33,265",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,21 to 25
RIVER GREEN,"1,913,000",602.78,"3,174",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,56,"34,161",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
WATERFORD RESIDENCE,"2,180,000",979.52,"2,226",Sep-25,KIM YAM ROAD,Resale,Strata,91,"23,956",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
OUE TWIN PEAKS,"1,088,000",548.96,"1,982",Sep-25,LEONIE HILL ROAD,Resale,Strata,51,"21,333",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,16 to 20
ROBIN RESIDENCES,"1,250,000",538.2,"2,323",Sep-25,ROBIN DRIVE,Resale,Strata,50,"25,000",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
CASA CAIRNHILL,"3,426,960","1,571.54","2,181",Sep-25,PECK HAY ROAD,Resale,Strata,146,"23,472",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
RIVER GREEN,"1,545,500",527.44,"2,930",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,49,"31,541",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,11 to 15
STURDEE RESIDENCES,"2,300,000","1,033.34","2,226",Sep-25,BEATTY ROAD,Resale,Strata,96,"23,958",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,06 to 10
RESIDENTIAL APARTMENTS,"2,700,000","1,810.5","1,491",Sep-25,SING AVENUE,Resale,Strata,168.2,"16,052",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
VALLEY PARK,"2,668,000","1,216.33","2,193",Sep-25,RIVER VALLEY ROAD,Resale,Strata,113,"23,611",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,16 to 20
PALM SPRING,"4,250,000","1,872.94","2,269",Sep-25,EWE BOON ROAD,Resale,Strata,174,"24,425",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
KENTISH COURT,"1,673,000","1,280.92","1,306",Sep-25,OXFORD ROAD,Resale,Strata,119,"14,059",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
CITY GATE,"1,600,000",775.01,"2,064",Sep-25,BEACH ROAD,Resale,Strata,72,"22,222",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
GRANGE RESIDENCES,"10,200,000","2,852.46","3,576",Sep-25,GRANGE ROAD,Resale,Strata,265,"38,491",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
STURDEE RESIDENCES,"1,538,000",721.19,"2,133",Sep-25,BEATTY ROAD,Resale,Strata,67,"22,955",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,06 to 10
CITY GATE,"1,550,000",699.66,"2,215",Sep-25,BEACH ROAD,Resale,Strata,65,"23,846",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
MACKENZIE 88,"780,000",473.62,"1,647",Sep-25,MACKENZIE ROAD,Resale,Strata,44,"17,727",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
RIVER GREEN,"2,926,000",882.65,"3,315",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,82,"35,683",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
CANNINGHILL PIERS,"1,230,000",409.03,"3,007",Sep-25,CLARKE QUAY,Sub Sale,Strata,38,"32,368",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,31 to 35
RIVER GREEN,"1,480,000",452.09,"3,274",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,42,"35,238",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
ST THOMAS SUITES,"6,000,000","2,604.89","2,303",Sep-25,ST. THOMAS WALK,Resale,Strata,242,"24,793",-,Condominium,1,Freehold,09,Core Central Region,26 to 30
FOURTH AVENUE RESIDENCES,"1,090,000",484.38,"2,250",Sep-25,FOURTH AVENUE,Resale,Strata,45,"24,222",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
THE QUAYSIDE,"2,068,888","1,130.22","1,831",Sep-25,ROBERTSON QUAY,Resale,Strata,105,"19,704",-,Apartment,1,99 yrs lease commencing from 1994,09,Core Central Region,06 to 10
D'LEEDON,"4,380,000","3,810.46","1,149",Sep-25,LEEDON HEIGHTS,Resale,Strata,354,"12,373",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ESPADA,"900,000",355.21,"2,534",Sep-25,ST. THOMAS WALK,Resale,Strata,33,"27,273",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
MIRAGE TOWER,"4,080,000","1,743.77","2,340",Sep-25,KIM SENG ROAD,Resale,Strata,162,"25,185",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
SOUTHBANK,"2,490,000","1,313.21","1,896",Sep-25,NORTH BRIDGE ROAD,Resale,Strata,122,"20,410",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,26 to 30
MIDTOWN BAY,"1,419,888",462.85,"3,068",Sep-25,BEACH ROAD,Sub Sale,Strata,43,"33,021",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,06 to 10
D'LEEDON,"4,380,000","2,228.15","1,966",Sep-25,LEEDON HEIGHTS,Resale,Strata,207,"21,159",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
RIVER GREEN,"2,620,000",882.65,"2,968",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,82,"31,951",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"1,819,000",527.44,"3,449",Sep-25,RIVER VALLEY GREEN,New Sale,Strata,49,"37,122",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,31 to 35
ORCHARD SOPHIA,"1,763,550",656.6,"2,686",Sep-25,SOPHIA ROAD,New Sale,Strata,61,"28,911",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
