Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BELGRAVIA VILLAS,"3,828,000","3,961.15",966,Sep-22,BELGRAVIA DRIVE,Resale,Strata,368,"10,402",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
ALANA,"2,705,388","2,755.58",982,Sep-22,SUNRISE TERRACE,Resale,Strata,256,"10,568",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
SPRINGHILL,"2,080,000","2,906.28",716,Sep-22,SEMBAWANG WALK,Resale,Strata,270,"7,704",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
8 @ STRATTON,"3,350,000","5,112.9",655,Sep-22,STRATTON GREEN,Resale,Strata,475,"7,053",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
SPRINGHILL,"2,050,000","2,906.28",705,Sep-22,SEMBAWANG WALK,Resale,Strata,270,"7,593",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
THE SHAUGHNESSY,"2,300,000","3,498.3",657,Sep-22,MILTONIA CLOSE,Resale,Strata,325,"7,077",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
WOODHAVEN,"2,930,000","3,358.37",872,Sep-22,WOODGROVE AVENUE,Resale,Strata,312,"9,391",-,Terrace House,1,99 yrs lease commencing from 2011,25,Outside Central Region,-
THE WOODS,"2,200,000","4,004.21",549,Aug-22,WESTWOOD AVENUE,Resale,Strata,372,"5,914",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
THE SHAUGHNESSY,"2,188,000","3,304.55",662,Aug-22,MILTONIA CLOSE,Resale,Strata,307,"7,127",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
HIGH PARK RESIDENCES,"2,570,000","2,314.26","1,111",Aug-22,FERNVALE ROAD,Resale,Strata,215,"11,953",-,Semi-Detached House,1,99 yrs lease commencing from 2014,28,Outside Central Region,-
HONG KONG PARK,"3,500,000","4,617.76",758,Aug-22,HUA GUAN AVENUE,Resale,Strata,429,"8,159",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
CABANA,"2,600,000","3,067.74",848,Aug-22,SUNRISE TERRACE,Resale,Strata,285,"9,123",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
THE SHAUGHNESSY,"2,100,000","3,304.55",635,Aug-22,MILTONIA CLOSE,Resale,Strata,307,"6,840",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
ALANA,"2,960,000","3,056.98",968,Aug-22,SUNRISE TERRACE,Resale,Strata,284,"10,423",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
THE SHAUGHNESSY,"2,400,000","3,304.55",726,Jul-22,MILTONIA CLOSE,Resale,Strata,307,"7,818",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
ALANA,"3,574,083","3,067.74","1,165",Jul-22,SUNRISE TERRACE,Resale,Strata,285,"12,541",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
HONG KONG PARK,"3,800,000","4,660.81",815,Jul-22,HUA GUAN AVENUE,Resale,Strata,433,"8,776",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
ESTE VILLA,"2,980,000","3,422.95",871,Jul-22,NIM ROAD,Resale,Strata,318,"9,371",-,Terrace House,1,Freehold,28,Outside Central Region,-
DALLA VALE,"2,780,000","3,250.73",855,Jun-22,SPRINGLEAF AVENUE,Resale,Strata,302,"9,205",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
BINJAI CREST,"2,630,000","3,778.16",696,Jun-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,493",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
ALANA,"2,715,000","2,766.35",981,Jun-22,SUNRISE TERRACE,Resale,Strata,257,"10,564",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
SPRINGHILL,"1,940,000","3,013.92",644,Jun-22,SEMBAWANG WALK,Resale,Strata,280,"6,929",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
MONT TIMAH,"3,875,000","4,542.41",853,Jun-22,BUKIT WAY,Resale,Strata,422,"9,182",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
SPRINGLEAF VILLAS,"2,650,000","3,519.83",753,May-22,SPRINGLEAF CRESCENT,Resale,Strata,327,"8,104",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
CABANA,"2,588,800","3,046.21",850,May-22,SUNRISE TERRACE,Resale,Strata,283,"9,148",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
POETS VILLAS,"2,518,500","3,358.37",750,May-22,TAGORE AVENUE,Resale,Strata,312,"8,072",-,Semi-Detached House,1,99 yrs lease commencing from 2010,26,Outside Central Region,-
SPRINGHILL,"1,828,000","2,766.35",661,May-22,SEMBAWANG WALK,Resale,Strata,257,"7,113",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
SUNCOTTAGES,"2,900,000","2,830.93","1,024",May-22,CASHEW CRESCENT,Resale,Strata,263,"11,027",-,Terrace House,1,999 yrs lease commencing from 1883,23,Outside Central Region,-
8 @ STRATTON,"2,880,000","5,112.9",563,May-22,STRATTON GREEN,Resale,Strata,475,"6,063",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
THE SHAUGHNESSY,"2,050,000","3,283.02",624,May-22,MILTONIA CLOSE,Resale,Strata,305,"6,721",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
8 @ STRATTON,"3,230,000","5,145.19",628,May-22,STRATTON GREEN,Resale,Strata,478,"6,757",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
THE SHAUGHNESSY,"1,920,000","3,304.55",581,May-22,MILTONIA CLOSE,Resale,Strata,307,"6,254",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
BINJAI CREST,"2,538,000","3,175.38",799,May-22,JALAN KAMPONG CHANTEK,Resale,Strata,295,"8,603",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
CABANA,"2,500,000","3,067.74",815,Apr-22,SUNRISE TERRACE,Resale,Strata,285,"8,772",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
MONT TIMAH,"4,000,000","4,402.48",909,Apr-22,BUKIT WAY,Resale,Strata,409,"9,780",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
WATERCOVE,"3,498,888","3,444.48","1,016",Apr-22,WAK HASSAN DRIVE,Sub Sale,Strata,320,"10,934",-,Terrace House,1,Freehold,27,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Apr-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BINJAI CREST,"2,700,000","3,778.16",715,Apr-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,692",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
CABANA,"2,518,000","3,078.5",818,Apr-22,SUNRISE TERRACE,Resale,Strata,286,"8,804",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
WATERCOVE,"2,970,000","3,466.01",857,Apr-22,WAK HASSAN DRIVE,Sub Sale,Strata,322,"9,224",-,Terrace House,1,Freehold,27,Outside Central Region,-
SPRINGHILL,"1,808,000","2,960.1",611,Apr-22,SEMBAWANG WALK,Resale,Strata,275,"6,575",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
SPRINGLEAF VILLAS,"2,540,000","3,530.59",719,Apr-22,SPRINGLEAF CRESCENT,Resale,Strata,328,"7,744",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
D' KENARIS,"2,550,000","3,239.96",787,Apr-22,JALAN KENARAH,Resale,Strata,301,"8,472",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
SUMMER VILLAS,"2,800,000","3,530.59",793,Apr-22,GERALD DRIVE,Resale,Strata,328,"8,537",-,Terrace House,1,Freehold,28,Outside Central Region,01 to 05
CABANA,"2,600,000","2,917.04",891,Mar-22,SUNRISE TERRACE,Resale,Strata,271,"9,594",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
ALANA,"3,400,000","3,498.3",972,Mar-22,SUNRISE TERRACE,Resale,Strata,325,"10,462",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Mar-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
DALLA VALE,"2,800,000","3,272.26",856,Mar-22,SPRINGLEAF AVENUE,Resale,Strata,304,"9,211",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
BELGRAVIA ACE,"4,199,000","4,058.03","1,035",Mar-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,138",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Mar-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
CABANA,"2,300,000","3,067.74",750,Mar-22,SUNRISE TERRACE,Resale,Strata,285,"8,070",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Mar-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Mar-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
THE WOODS,"2,300,000","4,456.3",516,Mar-22,WESTWOOD AVENUE,Resale,Strata,414,"5,556",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
DALLA VALE,"2,660,000","3,218.44",826,Mar-22,SPRINGLEAF AVENUE,Resale,Strata,299,"8,896",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
THE SHAUGHNESSY,"1,900,000","3,283.02",579,Mar-22,MILTONIA CLOSE,Resale,Strata,305,"6,230",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
BINJAI CREST,"2,525,000","3,175.38",795,Mar-22,JALAN KAMPONG CHANTEK,Resale,Strata,295,"8,559",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Mar-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
ALANA,"2,880,000","3,056.98",942,Mar-22,SUNRISE TERRACE,Resale,Strata,284,"10,141",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
BELGRAVIA GREEN,"4,200,000","4,004.21","1,049",Mar-22,BELGRAVIA DRIVE,Sub Sale,Strata,372,"11,290",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
CABANA,"2,530,000","3,067.74",825,Mar-22,SUNRISE TERRACE,Resale,Strata,285,"8,877",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
SPRINGHILL,"1,950,000","3,013.92",647,Mar-22,SEMBAWANG WALK,Resale,Strata,280,"6,964",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Mar-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
SPRINGHILL,"1,930,000","3,013.92",640,Mar-22,SEMBAWANG WALK,Resale,Strata,280,"6,893",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
THE HILLOFT,"2,580,000","4,919.15",524,Mar-22,JALAN DERMAWAN,Resale,Strata,457,"5,646",-,Semi-Detached House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
POETS VILLAS,"2,200,000","3,239.96",679,Feb-22,TAGORE AVENUE,Resale,Strata,301,"7,309",-,Semi-Detached House,1,99 yrs lease commencing from 2010,26,Outside Central Region,-
HILLSTA,"2,950,000","3,369.13",876,Feb-22,PHOENIX ROAD,Resale,Strata,313,"9,425",-,Terrace House,1,99 yrs lease commencing from 2011,23,Outside Central Region,-
THE WOODS,"2,100,000","4,004.21",524,Feb-22,WESTWOOD AVENUE,Resale,Strata,372,"5,645",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
CABANA,"2,120,000","2,917.04",727,Feb-22,SUNRISE TERRACE,Resale,Strata,271,"7,823",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
ESTE VILLA,"2,900,000","3,390.66",855,Feb-22,NIM ROAD,Resale,Strata,315,"9,206",-,Terrace House,1,Freehold,28,Outside Central Region,-
ALANA,"3,680,000","3,735.11",985,Feb-22,SUNRISE TERRACE,Resale,Strata,347,"10,605",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
BINJAI CREST,"2,900,000","4,154.9",698,Feb-22,JALAN KAMPONG CHANTEK,Resale,Strata,386,"7,513",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
ALANA,"2,743,551","2,766.35",992,Feb-22,SUNRISE TERRACE,Resale,Strata,257,"10,675",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
BINJAI CREST,"2,390,000","3,035.45",787,Feb-22,JALAN KAMPONG CHANTEK,Resale,Strata,282,"8,475",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,700,000","3,509.06",769,Jan-22,JALAN KAMPONG CHANTEK,Resale,Strata,326,"8,282",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
SPRINGHILL,"1,900,000","2,906.28",654,Jan-22,SEMBAWANG WALK,Resale,Strata,270,"7,037",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
ALANA,"2,888,000","3,035.45",951,Jan-22,SUNRISE TERRACE,Resale,Strata,282,"10,241",-,Terrace House,1,103 yrs lease commencing from 2013,28,Outside Central Region,-
BELGRAVIA ACE,"4,338,000","4,025.74","1,078",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,374,"11,599",-,Terrace House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,428,000","3,928.86","1,127",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,365,"12,132",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,428,000","3,928.86","1,127",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,365,"12,132",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,405,000","3,928.86","1,121",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,365,"12,068",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,529,000","4,370.18","1,036",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,406,"11,155",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,479,000","4,370.18","1,025",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,406,"11,032",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,479,000","4,370.18","1,025",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,406,"11,032",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,555,000","4,370.18","1,042",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,406,"11,219",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,605,000","4,370.18","1,054",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,406,"11,342",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,605,000","4,370.18","1,054",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,406,"11,342",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,458,000","4,058.03","1,099",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,825",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,381,000","4,058.03","1,080",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,621",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,358,000","4,058.03","1,074",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,560",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,358,000","4,058.03","1,074",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,560",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,458,000","4,058.03","1,099",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,825",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,282,000","4,058.03","1,055",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,358",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,358,000","4,058.03","1,074",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,560",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,458,000","4,058.03","1,099",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,825",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,458,000","4,058.03","1,099",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,825",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,282,000","4,058.03","1,055",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,358",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,423,000","4,058.03","1,090",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,732",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,322,000","4,058.03","1,065",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,464",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,381,000","4,058.03","1,080",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,621",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,206,000","4,058.03","1,036",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,156",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,358,000","4,058.03","1,074",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,560",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,308,000","4,058.03","1,062",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,427",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,383,000","4,058.03","1,080",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,626",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,531,000","4,058.03","1,117",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,019",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,381,000","4,058.03","1,080",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,621",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,381,000","4,058.03","1,080",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"11,621",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA ACE,"4,573,000","4,058.03","1,127",Jan-22,BELGRAVIA DRIVE,New Sale,Strata,377,"12,130",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
