Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE M,"1,480,000",527.44,"2,806",Apr-22,MIDDLE ROAD,New Sale,Strata,49,"30,204",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
JUNIPER HILL,"2,742,653",958,"2,863",Apr-22,EWE BOON ROAD,New Sale,Strata,89,"30,816",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
KOPAR AT NEWTON,"2,693,790","1,054.87","2,554",Apr-22,MAKEWAY AVENUE,New Sale,Strata,98,"27,488",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,16 to 20
THE AVENIR,"2,464,000",807.3,"3,052",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,75,"32,853",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
STARLIGHT SUITES,"1,550,000",775.01,"2,000",Apr-22,RIVER VALLEY CLOSE,Resale,Strata,72,"21,528",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
PALM SPRING,"3,540,000","1,668.42","2,122",Apr-22,EWE BOON ROAD,Resale,Strata,155,"22,839",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
WATERFORD RESIDENCE,"2,008,888","1,044.11","1,924",Apr-22,KIM YAM ROAD,Resale,Strata,97,"20,710",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
RESIDENTIAL APARTMENTS,"2,590,000","1,517.72","1,707",Apr-22,HOLLAND HILL,Resale,Strata,141,"18,369",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
8 RODYK,"2,380,000","1,130.22","2,106",Apr-22,RODYK STREET,Resale,Strata,105,"22,667",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
VALLEY PARK,"2,718,000","1,356.26","2,004",Apr-22,RIVER VALLEY ROAD,Resale,Strata,126,"21,571",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,16 to 20
PARC MACKENZIE,"1,400,000",904.18,"1,548",Apr-22,MACKENZIE ROAD,Resale,Strata,84,"16,667",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
ONE JERVOIS,"3,000,000","1,496.2","2,005",Apr-22,JERVOIS CLOSE,Resale,Strata,139,"21,583",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
FOURTH AVENUE RESIDENCES,"2,319,920",958,"2,422",Apr-22,FOURTH AVENUE,New Sale,Strata,89,"26,067",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
15 HOLLAND HILL,"6,290,000","2,045.16","3,076",Apr-22,HOLLAND HILL,New Sale,Strata,190,"33,105",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
15 HOLLAND HILL,"6,329,250","2,045.16","3,095",Apr-22,HOLLAND HILL,New Sale,Strata,190,"33,312",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
SLOANE RESIDENCES,"4,377,000","1,496.2","2,925",Apr-22,BALMORAL ROAD,New Sale,Strata,139,"31,489",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
FOURTH AVENUE RESIDENCES,"1,302,000",505.91,"2,574",Apr-22,FOURTH AVENUE,New Sale,Strata,47,"27,702",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
KOPAR AT NEWTON,"2,763,090","1,097.93","2,517",Apr-22,MAKEWAY AVENUE,New Sale,Strata,102,"27,089",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,16 to 20
IRWELL HILL RESIDENCES,"1,892,000",656.6,"2,881",Apr-22,IRWELL HILL,New Sale,Strata,61,"31,016",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,26 to 30
LEEDON GREEN,"1,454,000",581.26,"2,501",Apr-22,LEEDON HEIGHTS,New Sale,Strata,54,"26,926",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE M,"2,092,000",764.24,"2,737",Apr-22,MIDDLE ROAD,New Sale,Strata,71,"29,465",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"1,695,000",602.78,"2,812",Apr-22,IRWELL HILL,New Sale,Strata,56,"30,268",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,26 to 30
FOURTH AVENUE RESIDENCES,"2,231,000",914.94,"2,438",Apr-22,FOURTH AVENUE,New Sale,Strata,85,"26,247",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
THE AVENIR,"2,604,000",807.3,"3,226",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,75,"34,720",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
BOULEVARD 88,"6,411,900","1,776.06","3,610",Apr-22,ORCHARD BOULEVARD,New Sale,Strata,165,"38,860",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
MIDTOWN MODERN,"2,997,720","1,065.64","2,813",Apr-22,TAN QUEE LAN STREET,New Sale,Strata,99,"30,280",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
HAUS ON HANDY,"1,564,000",602.78,"2,595",Apr-22,HANDY ROAD,New Sale,Strata,56,"27,929",-,Condominium,1,99 yrs lease commencing from 2018,09,Core Central Region,01 to 05
LEEDON GREEN,"4,027,000","1,356.26","2,969",Apr-22,LEEDON HEIGHTS,New Sale,Strata,126,"31,960",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
LEEDON GREEN,"2,782,000",958,"2,904",Apr-22,LEEDON HEIGHTS,New Sale,Strata,89,"31,258",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
JUNIPER HILL,"3,195,000","1,108.69","2,882",Apr-22,EWE BOON ROAD,New Sale,Strata,103,"31,019",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
ROYALGREEN,"2,780,000",990.29,"2,807",Apr-22,ANAMALAI AVENUE,New Sale,Strata,92,"30,217",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE AVENIR,"2,566,000",807.3,"3,178",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,75,"34,213",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
THE AVENIR,"2,579,000",807.3,"3,195",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,75,"34,387",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
THE AVENIR,"3,699,000","1,140.98","3,242",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,106,"34,896",-,Condominium,1,Freehold,09,Core Central Region,26 to 30
CANNINGHILL PIERS,"2,248,000",731.95,"3,071",Apr-22,CLARKE QUAY,New Sale,Strata,68,"33,059",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,41 to 45
THE AVENIR,"5,073,000","1,571.54","3,228",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,146,"34,747",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
D'LEEDON,"1,150,000",635.08,"1,811",Apr-22,LEEDON HEIGHTS,Resale,Strata,59,"19,492",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
D'LEEDON,"3,200,000","1,614.6","1,982",Apr-22,LEEDON HEIGHTS,Resale,Strata,150,"21,333",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,31 to 35
FOURTH AVENUE RESIDENCES,"2,288,000",958,"2,388",Apr-22,FOURTH AVENUE,New Sale,Strata,89,"25,708",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
NOUVEL 18,"7,816,000","2,475.72","3,157",Apr-22,ANDERSON ROAD,Resale,Strata,230,"33,983",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,964,000",656.6,"2,991",Apr-22,IRWELL HILL,New Sale,Strata,61,"32,197",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,31 to 35
TWENTYONE ANGULLIA PARK,"7,452,000","2,260.44","3,297",Apr-22,ANGULLIA PARK,Resale,Strata,210,"35,486",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
MACKENZIE REGENCY,"1,550,000",990.29,"1,565",Apr-22,MACKENZIE ROAD,Resale,Strata,92,"16,848",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE LEGACY,"1,398,000",764.24,"1,829",Apr-22,BUKIT TIMAH ROAD,Resale,Strata,71,"19,690",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE SOLITAIRE,"3,550,000","1,560.78","2,275",Apr-22,BALMORAL PARK,Resale,Strata,145,"24,483",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
KLIMT CAIRNHILL,"7,404,000","2,055.92","3,601",Apr-22,CAIRNHILL ROAD,New Sale,Strata,191,"38,764",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
SOPHIA HILLS,"1,880,000",979.52,"1,919",Apr-22,MOUNT SOPHIA,Resale,Strata,91,"20,659",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
SOUTHBANK,"1,700,000",958,"1,775",Apr-22,NORTH BRIDGE ROAD,Resale,Strata,89,"19,101",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,26 to 30
THE RISE @ OXLEY - RESIDENCES,"2,362,000","1,162.51","2,032",Apr-22,OXLEY RISE,Resale,Strata,108,"21,870",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ONE JERVOIS,"3,550,000","1,700.71","2,087",Apr-22,JERVOIS CLOSE,Resale,Strata,158,"22,468",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
CANNINGHILL PIERS,"5,537,000","1,948.28","2,842",Apr-22,CLARKE QUAY,New Sale,Strata,181,"30,591",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,06 to 10
CITY SQUARE RESIDENCES,"1,695,000",871.88,"1,944",Apr-22,KITCHENER LINK,Resale,Strata,81,"20,926",-,Condominium,1,Freehold,08,Rest of Central Region,11 to 15
ONE TREE HILL RESIDENCE,"2,700,000","1,130.22","2,389",Apr-22,ONE TREE HILL,Resale,Strata,105,"25,714",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
UPTOWN @ FARRER,"3,900,000","2,271.2","1,717",Apr-22,PERUMAL ROAD,New Sale,Strata,211,"18,483",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,21 to 25
LUCKY PLAZA,"3,100,000","1,646.89","1,882",Apr-22,ORCHARD ROAD,Resale,Strata,153,"20,261",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
IRWELL HILL RESIDENCES,"3,321,000","1,270.15","2,615",Apr-22,IRWELL HILL,New Sale,Strata,118,"28,144",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,21 to 25
IRWELL HILL RESIDENCES,"1,687,000",602.78,"2,799",Apr-22,IRWELL HILL,New Sale,Strata,56,"30,125",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,26 to 30
THE WHARF RESIDENCE,"2,820,000","1,377.79","2,047",Apr-22,TONG WATT ROAD,Resale,Strata,128,"22,031",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
MARTIN MODERN,"2,760,000","1,011.82","2,728",Apr-22,MARTIN PLACE,Sub Sale,Strata,94,"29,362",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,06 to 10
RIVERIA GARDENS,"3,430,000","1,431.61","2,396",Apr-22,RIVER VALLEY GROVE,Resale,Strata,133,"25,789",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
ZENITH,"1,650,000",742.72,"2,222",Apr-22,ZION ROAD,Resale,Strata,69,"23,913",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,06 to 10
M5,"1,049,510",441.32,"2,378",Apr-22,JALAN MUTIARA,Resale,Strata,41,"25,598",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
CITY SQUARE RESIDENCES,"1,550,000",839.59,"1,846",Apr-22,KITCHENER LINK,Resale,Strata,78,"19,872",-,Condominium,1,Freehold,08,Rest of Central Region,16 to 20
CONCOURSE SKYLINE,"2,600,000","1,334.74","1,948",Apr-22,BEACH ROAD,Resale,Strata,124,"20,968",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
THE SIXTH AVENUE RESIDENCES,"2,880,000","1,431.61","2,012",Apr-22,SIXTH AVENUE,Resale,Strata,133,"21,654",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
CANNINGHILL PIERS,"1,630,000",484.38,"3,365",Apr-22,CLARKE QUAY,New Sale,Strata,45,"36,222",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,41 to 45
THE AVENIR,"5,019,000","1,571.54","3,194",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,146,"34,377",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
FOURTH AVENUE RESIDENCES,"1,326,000",505.91,"2,621",Apr-22,FOURTH AVENUE,New Sale,Strata,47,"28,213",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
THE IVERIA,"2,256,000",904.18,"2,495",Apr-22,KIM YAM ROAD,New Sale,Strata,84,"26,857",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CITY LOFT,"950,000",839.59,"1,132",Apr-22,RACE COURSE ROAD,Resale,Strata,78,"12,179",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
THE LAURELS,"2,325,000",882.65,"2,634",Apr-22,CAIRNHILL ROAD,Resale,Strata,82,"28,354",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
VALLEY PARK,"2,141,000","1,108.69","1,931",Apr-22,RIVER VALLEY ROAD,Resale,Strata,103,"20,786",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
DRAYCOTT EIGHT,"2,360,000","1,173.28","2,011",Apr-22,DRAYCOTT PARK,Resale,Strata,109,"21,651",-,Condominium,1,99 yrs lease commencing from 1997,10,Core Central Region,01 to 05
THE PROMONT,"4,350,000","2,012.87","2,161",Apr-22,CAIRNHILL CIRCLE,Resale,Strata,187,"23,262",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
BURLINGTON SQUARE,"1,041,000",731.95,"1,422",Apr-22,BENCOOLEN STREET,Resale,Strata,68,"15,309",-,Apartment,1,99 yrs lease commencing from 1996,07,Rest of Central Region,06 to 10
NOUVEL 18,"5,168,000","1,582.31","3,266",Apr-22,ANDERSON ROAD,Resale,Strata,147,"35,156",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
SPRING GROVE,"2,200,000","1,388.56","1,584",Apr-22,GRANGE ROAD,Resale,Strata,129,"17,054",-,Condominium,1,99 yrs lease commencing from 1991,10,Core Central Region,01 to 05
WATERSCAPE AT CAVENAGH,"2,090,000","1,054.87","1,981",Apr-22,CAVENAGH ROAD,Resale,Strata,98,"21,327",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
JERVOIS MANSION,"3,500,860","1,474.67","2,374",Apr-22,JERVOIS CLOSE,New Sale,Strata,137,"25,554",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
CLIVEDEN AT GRANGE,"8,000,000","2,841.7","2,815",Apr-22,GRANGE ROAD,Resale,Strata,264,"30,303",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
THE M,"1,759,000",764.24,"2,302",Apr-22,MIDDLE ROAD,New Sale,Strata,71,"24,775",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
FOURTH AVENUE RESIDENCES,"1,803,000",710.42,"2,538",Apr-22,FOURTH AVENUE,New Sale,Strata,66,"27,318",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
PARC SOPHIA,"1,010,000",624.31,"1,618",Apr-22,ADIS ROAD,Resale,Strata,58,"17,414",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE AVENIR,"3,276,000","1,140.98","2,871",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,106,"30,906",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THE PIER AT ROBERTSON,"1,448,000",656.6,"2,205",Apr-22,MOHAMED SULTAN ROAD,Resale,Strata,61,"23,738",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
HYLL ON HOLLAND,"1,598,300",613.55,"2,605",Apr-22,HOLLAND ROAD,New Sale,Strata,57,"28,040",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
CAIRNHILL NINE,"1,583,000",602.78,"2,626",Apr-22,CAIRNHILL ROAD,Resale,Strata,56,"28,268",-,Apartment,1,99 yrs lease commencing from 2014,09,Core Central Region,11 to 15
LUTHERAN TOWERS,"2,000,000","1,915.99","1,044",Apr-22,TAN KIM CHENG ROAD,Resale,Strata,178,"11,236",-,Apartment,1,103 yrs lease commencing from 1974,10,Core Central Region,16 to 20
TRIBECA,"3,910,000","1,905.23","2,052",Apr-22,KIM SENG ROAD,Resale,Strata,177,"22,090",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
M5,"1,060,000",473.62,"2,238",Apr-22,JALAN MUTIARA,Resale,Strata,44,"24,091",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
BELLE VUE RESIDENCES,"4,368,000","2,002.1","2,182",Apr-22,OXLEY WALK,Resale,Strata,186,"23,484",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
NATHAN RESIDENCES,"1,550,000",775.01,"2,000",Apr-22,NATHAN ROAD,Resale,Strata,72,"21,528",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE TESSARINA,"2,930,000","1,410.08","2,078",Apr-22,WILBY ROAD,Resale,Strata,131,"22,366",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
HAUS ON HANDY,"1,944,000",731.95,"2,656",Apr-22,HANDY ROAD,New Sale,Strata,68,"28,588",-,Condominium,1,99 yrs lease commencing from 2018,09,Core Central Region,06 to 10
THE M,"1,480,000",527.44,"2,806",Apr-22,MIDDLE ROAD,New Sale,Strata,49,"30,204",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
FOURTH AVENUE RESIDENCES,"1,283,900",516.67,"2,485",Apr-22,FOURTH AVENUE,New Sale,Strata,48,"26,748",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
CANNINGHILL PIERS,"5,573,000","1,948.28","2,860",Apr-22,CLARKE QUAY,New Sale,Strata,181,"30,790",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,06 to 10
THE ATELIER,"4,168,000","1,496.2","2,786",Apr-22,MAKEWAY AVENUE,New Sale,Strata,139,"29,986",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
PERFECT TEN,"2,229,096",785.77,"2,837",Apr-22,BUKIT TIMAH ROAD,New Sale,Strata,73,"30,536",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
JUNIPER HILL,"3,297,000","1,108.69","2,974",Apr-22,EWE BOON ROAD,New Sale,Strata,103,"32,010",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
FOURTH AVENUE RESIDENCES,"2,308,000",947.23,"2,437",Apr-22,FOURTH AVENUE,New Sale,Strata,88,"26,227",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05
THE AVENIR,"2,337,000",807.3,"2,895",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,75,"31,160",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THE AVENIR,"7,093,000","2,055.92","3,450",Apr-22,RIVER VALLEY CLOSE,New Sale,Strata,191,"37,136",-,Condominium,1,Freehold,09,Core Central Region,36 to 40
NOUVEL 18,"4,608,000","1,539.25","2,994",Apr-22,ANDERSON ROAD,Resale,Strata,143,"32,224",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
